"user_primary_key","video_min_date","video_max_date","video_days","video_use_time","video_n_life","video_kind_life","vido_n_finish","video_n_school","video_repeat_rate","video_finish_rate","video_school_rate","video_finish_time","video_kind_finish","video_finish_school","video_f_time_mean","video_f_repeat_rate","video_f_school_rate","video_use_time_s1","video_n_s1","video_kind_s1","video_finish_time_s1","video_finish_s1","video_kind_finish_s1","video_finish_time_mean_s1","video_use_time_s2","video_n_s2","video_kind_s2","video_finish_time_s2","video_finish_s2","video_kind_finish_s2","video_finish_time_mean_s2"
"-5155672708294548205",2015-10-30,2015-10-30,0,402,2,2,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5176128765879462220",2015-01-13,2015-10-27,287,1031,5,5,4,4,1,0.8,0.8,1016,4,4,254,1,1,NA,NA,NA,NA,NA,NA,NA,1016,4,4,1016,4,4,254
"-5177688901022640826",2015-09-05,2015-10-21,46,7136,25,23,25,9,0.92,1,0.36,7136,23,9,285.44,0.92,0.36,NA,NA,NA,NA,NA,NA,NA,7136,25,23,7136,25,23,285.44
"-5187072886387918712",2014-09-02,2014-09-02,0,549,1,1,1,0,1,1,0,549,1,0,549,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5195357262045188776",2015-09-10,2015-10-15,35,5776,15,14,15,15,0.933,1,1,5776,14,15,385.067,0.933,1,NA,NA,NA,NA,NA,NA,NA,5776,15,14,5776,15,14,385.066666666667
"-5200157040168665677",2015-10-20,2015-10-20,0,189,2,2,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,2,2,NA,NA,NA,NA
"-520172264879369431",2014-12-09,2015-10-27,322,3166,14,13,4,12,0.929,0.286,0.857,1641,4,3,410.25,1,0.75,NA,NA,NA,NA,NA,NA,NA,1519,8,7,634,2,2,317
"-5219844229784889173",2014-11-11,2014-11-27,16,752,3,3,2,0,1,0.667,0,634,2,0,317,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5237150906526004113",2014-10-13,2015-10-19,371,4439,21,20,12,12,0.952,0.571,0.571,3135,11,5,261.25,0.917,0.417,933,6,5,933,6,5,155.5,3218,11,11,1949,5,5,389.8
"-5241418846537621492",2015-04-14,2015-04-14,0,17,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5251160898441102256",2014-04-14,2015-09-09,513,202,4,4,0,2,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,NA,NA,NA,NA
"-5263556501466106624",2015-07-24,2015-07-24,0,25,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5267591442547546203",2014-06-17,2014-11-14,150,384,4,4,1,0,1,0.25,0,114,1,0,114,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5285910625321710058",2015-06-22,2015-06-22,0,10,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5291348723797405880",2015-05-20,2015-05-20,0,12,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5294953544514506878",2014-11-19,2014-11-19,0,41,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5310853443904034946",2014-12-11,2015-10-22,315,32494,172,133,130,22,0.773,0.756,0.128,28417,101,18,218.592,0.777,0.138,13407,88,78,11250,66,57,170.454545454545,4173,17,15,4062,15,14,270.8
"-5311849377972412159",2015-03-27,2015-10-23,210,4286,16,16,14,11,1,0.875,0.688,3874,14,9,276.714,1,0.643,2033,5,5,2033,5,5,406.6,618,2,2,402,1,1,402
"-5313248994750499533",2014-05-13,2015-03-08,299,1393,10,10,6,0,1,0.6,0,1103,6,0,183.833,1,0,840,5,5,782,4,4,195.5,NA,NA,NA,NA,NA,NA,NA
"-5324164978522925842",2015-10-20,2015-10-27,7,931,4,4,2,2,1,0.5,0.5,886,2,0,443,1,0,NA,NA,NA,NA,NA,NA,NA,931,4,4,886,2,2,443
"-5332427721674479607",2014-04-21,2014-04-21,0,131,2,2,1,0,1,0.5,0,62,1,0,62,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5334958955800755195",2015-08-06,2015-08-14,8,3580,7,7,2,7,1,0.286,1,2750,2,2,1375,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5337568255653378171",2015-09-05,2015-10-26,51,7942,29,21,27,21,0.724,0.931,0.724,7592,21,19,281.185,0.778,0.704,NA,NA,NA,NA,NA,NA,NA,7942,29,21,7592,27,21,281.185185185185
"-5342260428571412223",2015-10-02,2015-10-02,0,866,4,4,3,4,1,0.75,1,696,3,3,232,1,1,NA,NA,NA,NA,NA,NA,NA,866,4,4,696,3,3,232
"-5346033277605309582",2015-01-23,2015-01-23,0,374,6,6,5,0,1,0.833,0,348,5,0,69.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5346655701339750748",2014-10-28,2014-11-18,21,124,4,3,0,0,0.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5362812955895063714",2014-06-10,2015-05-05,329,661,4,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,217,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-536431182583665798",2015-10-16,2015-10-16,0,513,3,3,3,3,1,1,1,513,3,3,171,1,1,NA,NA,NA,NA,NA,NA,NA,513,3,3,513,3,3,171
"-5380239898162050610",2015-10-16,2015-10-16,0,1832,4,4,2,4,1,0.5,1,1549,2,2,774.5,1,1,NA,NA,NA,NA,NA,NA,NA,1832,4,4,1549,2,2,774.5
"-53879572217632185",2015-01-22,2015-01-22,0,953,5,5,1,0,1,0.2,0,505,1,0,505,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5391414453061470759",2015-09-24,2015-09-24,0,4,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA
"-541837880784515159",2014-12-29,2015-10-15,290,10822,38,36,18,0,0.947,0.474,0,8472,18,0,470.667,1,0,2098,5,5,1228,2,2,614,693,3,3,NA,NA,NA,NA
"-5418537834012171857",2015-09-22,2015-09-22,0,75,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1,1,NA,NA,NA,NA
"-5424050226291074402",2015-10-05,2015-10-05,0,30,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,1,NA,NA,NA,NA
"-5426693001421643779",2015-10-19,2015-10-19,0,538,2,2,2,2,1,1,1,538,2,2,269,1,1,NA,NA,NA,NA,NA,NA,NA,538,2,2,538,2,2,269
"-54307012468058117",2015-02-24,2015-02-24,0,65,2,2,1,0,1,0.5,0,55,1,0,55,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5437057494439378986",2015-06-16,2015-06-16,0,209,2,2,2,2,1,1,1,209,2,2,104.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5437322717573208471",2014-11-25,2015-06-09,196,20840,92,68,64,2,0.739,0.696,0.022,17359,48,0,271.234,0.75,0,12826,48,31,11064,34,21,325.411764705882,NA,NA,NA,NA,NA,NA,NA
"-5438337555184331002",2015-05-09,2015-10-18,162,3157,24,19,13,19,0.792,0.542,0.792,2304,12,13,177.231,0.923,1,NA,NA,NA,NA,NA,NA,NA,2728,19,14,2304,13,12,177.230769230769
"-5445683867286567042",2015-03-16,2015-04-30,45,3168,15,15,9,0,1,0.6,0,2049,9,0,227.667,1,0,1867,9,9,1216,6,6,202.666666666667,NA,NA,NA,NA,NA,NA,NA
"-5448289781531405302",2014-05-12,2015-03-10,302,73,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,24,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5448837562762886231",2014-11-14,2014-11-14,0,64,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5458283218758589640",2015-05-30,2015-05-30,0,564,3,3,1,0,1,0.333,0,487,1,0,487,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5472830959255980156",2015-09-11,2015-09-11,0,45,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,1,NA,NA,NA,NA
"-5473102657977514576",2015-01-26,2015-01-26,0,273,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5488486516770206670",2015-10-06,2015-10-27,21,1026,3,3,2,3,1,0.667,1,1020,2,2,510,1,1,NA,NA,NA,NA,NA,NA,NA,1026,3,3,1020,2,2,510
"-5499077238323277174",2014-12-05,2015-10-08,307,5785,18,18,16,3,1,0.889,0.167,5646,16,2,352.875,1,0.125,NA,NA,NA,NA,NA,NA,NA,831,3,3,730,2,2,365
"-5509480667177677674",2015-04-22,2015-04-22,0,124,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,124,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5519825341037966108",2014-12-04,2015-01-08,35,372,2,2,2,0,1,1,0,372,2,0,186,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5525031712645767949",2015-09-11,2015-10-23,42,2576,9,9,8,9,1,0.889,1,2550,8,8,318.75,1,1,NA,NA,NA,NA,NA,NA,NA,2576,9,9,2550,8,8,318.75
"-5527172335658075731",2014-10-27,2015-09-22,330,2428,15,15,12,14,1,0.8,0.933,2306,12,11,192.167,1,0.917,NA,NA,NA,NA,NA,NA,NA,2209,14,14,2087,11,11,189.727272727273
"-5544700494719659260",2015-10-16,2015-10-16,0,1784,5,5,2,5,1,0.4,1,1198,2,2,599,1,1,NA,NA,NA,NA,NA,NA,NA,1784,5,5,1198,2,2,599
"-55499136889607490",2015-05-14,2015-06-11,28,1223,5,4,2,3,0.8,0.4,0.6,462,1,0,231,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5557239305059617888",2015-04-30,2015-09-22,145,95,8,8,0,7,1,0,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,NA,NA,NA,NA
"-5579737540299559579",2014-06-10,2014-06-10,0,490,2,2,1,0,1,0.5,0,429,1,0,429,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5600752693929480378",2015-09-22,2015-10-27,35,2825,15,12,10,4,0.8,0.667,0.267,2336,10,0,233.6,1,0,NA,NA,NA,NA,NA,NA,NA,2825,15,12,2336,10,10,233.6
"-5611573228860741777",2015-04-23,2015-10-30,190,84,3,3,0,2,1,0,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5618672522878212748",2014-05-25,2015-08-17,449,1850,5,5,3,0,1,0.6,0,1796,3,0,598.667,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5624512727745353471",2015-05-01,2015-10-22,174,6411,33,33,27,31,1,0.818,0.939,5655,27,27,209.444,1,1,NA,NA,NA,NA,NA,NA,NA,6075,29,29,5655,27,27,209.444444444444
"-5626936087624906275",2015-05-07,2015-06-11,35,1780,7,7,4,1,1,0.571,0.143,1537,4,0,384.25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5627621603102651218",2015-05-14,2015-05-14,0,84,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5645923554331286988",2014-10-25,2014-11-10,16,467,4,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5655309368051365982",2015-01-23,2015-01-23,0,57,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5667828644785372756",2015-09-23,2015-09-23,0,211,2,2,0,1,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,2,2,NA,NA,NA,NA
"-5672946042574296862",2015-10-08,2015-10-08,0,48,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,1,NA,NA,NA,NA
"-5677076625214503709",2014-11-07,2015-10-12,339,301,7,7,1,2,1,0.143,0.286,66,1,1,66,1,1,NA,NA,NA,NA,NA,NA,NA,83,2,2,66,1,1,66
"-5681333854479122672",2015-01-27,2015-01-27,0,117,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5681874453046309121",2015-03-05,2015-07-26,143,1240,8,7,5,0,0.875,0.625,0,1066,4,0,213.2,0.8,0,351,2,2,327,1,1,327,NA,NA,NA,NA,NA,NA,NA
"-5683476290165353702",2015-03-06,2015-03-06,0,8,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5686221788695047847",2014-05-15,2014-05-15,0,32,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5687972112417796489",2015-10-10,2015-10-10,0,472,1,1,1,0,1,1,0,472,1,0,472,1,0,NA,NA,NA,NA,NA,NA,NA,472,1,1,472,1,1,472
"-5695180153667951694",2014-12-02,2014-12-02,0,439,9,9,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5703505664599317366",2015-03-10,2015-10-24,228,2970,21,17,11,0,0.81,0.524,0,2227,9,0,202.455,0.818,0,744,7,6,148,1,1,148,2113,11,9,2079,10,8,207.9
"-5705388133482574365",2014-12-11,2015-10-27,320,9494,30,28,22,1,0.933,0.733,0.033,7514,22,1,341.545,1,0.045,2230,8,7,1300,4,4,325,331,1,1,331,1,1,331
"-5718272183301911691",2015-09-10,2015-10-15,35,982,14,12,3,14,0.857,0.214,1,575,2,3,191.667,0.667,1,NA,NA,NA,NA,NA,NA,NA,982,14,12,575,3,2,191.666666666667
"-5736482879171861124",2014-10-30,2015-06-30,243,1421,9,9,3,1,1,0.333,0.111,781,3,1,260.333,1,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5747461305713826488",2015-09-14,2015-09-14,0,267,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,2,2,NA,NA,NA,NA
"-5765065510298779670",2015-05-29,2015-05-29,0,23,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5772868346422541255",2015-01-08,2015-01-08,0,28,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5780677159816923457",2014-05-09,2015-05-03,359,4406,26,22,15,0,0.846,0.577,0,3569,13,0,237.933,0.867,0,2841,18,18,2491,11,11,226.454545454545,NA,NA,NA,NA,NA,NA,NA
"-5802466800749094457",2015-04-14,2015-04-14,0,24,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5807455025029562918",2014-12-05,2014-12-05,0,147,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5809255331402044755",2015-10-14,2015-10-14,0,108,3,3,1,3,1,0.333,1,34,1,1,34,1,1,NA,NA,NA,NA,NA,NA,NA,108,3,3,34,1,1,34
"-5811359803865573594",2014-11-11,2014-11-11,0,73,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5819586054873389038",2015-02-04,2015-02-28,24,9018,32,21,18,0,0.656,0.562,0,5995,11,0,333.056,0.611,0,4428,15,12,2982,9,6,331.333333333333,NA,NA,NA,NA,NA,NA,NA
"-5827272130458740590",2015-09-23,2015-10-21,28,360,3,3,1,3,1,0.333,1,12,1,1,12,1,1,NA,NA,NA,NA,NA,NA,NA,360,3,3,12,1,1,12
"-5827584410452274506",2014-04-14,2014-12-01,231,5476,23,20,15,0,0.87,0.652,0,4368,13,0,291.2,0.867,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5845922051733786633",2014-11-27,2014-11-27,0,22,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5849849078546878004",2014-04-11,2014-04-13,2,325,2,2,1,0,1,0.5,0,323,1,0,323,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5850219756216506833",2014-11-10,2014-11-10,0,40,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-58505417434322320",2015-04-14,2015-04-14,0,329,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,329,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5854984396948859873",2015-01-21,2015-04-19,88,1913,11,7,8,0,0.636,0.727,0,1438,5,0,179.75,0.625,0,457,5,5,390,4,4,97.5,NA,NA,NA,NA,NA,NA,NA
"-585710235198041839",2015-10-29,2015-10-29,0,1059,3,3,2,3,1,0.667,1,791,2,2,395.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5859178834660219709",2014-11-14,2014-12-05,21,342,3,1,1,0,0.333,0.333,0,257,1,0,257,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5860777080680990732",2015-10-26,2015-10-26,0,45,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,1,NA,NA,NA,NA
"-5864732893662571337",2014-11-03,2014-11-03,0,77,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5887107167230934603",2015-01-30,2015-05-04,94,2526,15,13,5,0,0.867,0.333,0,887,3,0,177.4,0.6,0,271,3,3,217,2,2,108.5,NA,NA,NA,NA,NA,NA,NA
"-5887192136799688216",2014-10-24,2014-10-24,0,91,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5891878984476139904",2015-09-24,2015-10-22,28,4247,23,21,19,3,0.913,0.826,0.13,3828,19,1,201.474,1,0.053,NA,NA,NA,NA,NA,NA,NA,4247,23,21,3828,19,19,201.473684210526
"-5892803269560400985",2014-09-15,2015-10-28,408,10292,34,27,18,4,0.794,0.529,0.118,7978,12,0,443.222,0.667,0,6762,18,13,5519,12,8,459.916666666667,369,2,2,NA,NA,NA,NA
"-589695812906194360",2015-02-02,2015-06-25,143,185,2,2,1,1,1,0.5,0.5,134,1,0,134,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5900353638160766292",2015-01-22,2015-06-11,140,2156,22,17,1,15,0.773,0.045,0.682,242,1,0,242,1,0,235,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5902889241108748034",2015-01-23,2015-04-29,96,4017,6,6,4,0,1,0.667,0,4010,4,0,1002.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5926466755677755672",2015-08-24,2015-08-24,0,625,4,4,2,2,1,0.5,0.5,589,2,0,294.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5927902726973245496",2015-04-23,2015-05-28,35,1905,5,5,2,4,1,0.4,0.8,1005,2,2,502.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5935819602838692495",2014-05-15,2014-05-15,0,85,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5946236813620795675",2015-03-19,2015-03-19,0,165,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,165,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5949231477055160106",2015-10-26,2015-10-26,0,27,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,NA,NA,NA,NA
"-5949394529122178842",2015-09-25,2015-10-22,27,3780,22,20,19,18,0.909,0.864,0.818,3437,19,16,180.895,1,0.842,NA,NA,NA,NA,NA,NA,NA,3780,22,20,3437,19,19,180.894736842105
"-5972383837740904486",2014-12-29,2015-01-28,30,274,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5973884947813623804",2015-05-26,2015-05-26,0,5,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5976419337438551023",2014-03-21,2014-05-09,49,130,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-597769480657351065",2015-05-13,2015-05-13,0,82,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5981137243559237084",2015-10-16,2015-10-16,0,252,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,1,1,NA,NA,NA,NA
"-5992778473885431206",2015-06-09,2015-06-09,0,63,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-5998499897738785456",2015-04-28,2015-04-28,0,29,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-600618244283136416",2015-05-15,2015-10-02,140,1257,5,4,4,4,0.8,0.8,0.8,1221,3,3,305.25,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,1024,4,4,988,3,3,329.333333333333
"-6016656252866227542",2015-04-17,2015-10-16,182,423,11,11,0,10,1,0,0.909,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,422,10,10,NA,NA,NA,NA
"-6016686902604710636",2015-10-22,2015-10-22,0,218,2,2,1,0,1,0.5,0,208,1,0,208,1,0,NA,NA,NA,NA,NA,NA,NA,218,2,2,208,1,1,208
"-602350256501823253",2014-11-11,2014-11-25,14,526,4,4,1,0,1,0.25,0,250,1,0,250,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6026938804854655069",2014-09-30,2015-10-14,379,577,3,3,1,1,1,0.333,0.333,248,1,1,248,1,1,NA,NA,NA,NA,NA,NA,NA,248,1,1,248,1,1,248
"-6032252768688296473",2015-10-15,2015-10-15,0,98,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,1,NA,NA,NA,NA
"-6036132741396476602",2015-05-07,2015-05-07,0,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6037279504696333727",2015-06-16,2015-06-16,0,498,2,2,1,2,1,0.5,1,311,1,1,311,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6049453906293335096",2015-04-17,2015-10-30,196,886,8,7,3,4,0.875,0.375,0.5,739,3,3,246.333,1,1,5,1,1,NA,NA,NA,NA,533,4,4,508,2,2,254
"-6052499348836620287",2014-09-26,2014-10-24,28,949,3,3,1,0,1,0.333,0,728,1,0,728,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6072101281980417620",2014-06-17,2014-10-24,129,702,8,8,1,0,1,0.125,0,183,1,0,183,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6072677518821640553",2015-04-17,2015-10-19,185,570,4,3,2,2,0.75,0.5,0.5,538,2,2,269,1,1,27,1,1,NA,NA,NA,NA,538,2,2,538,2,2,269
"-6077923187407412400",2015-08-31,2015-08-31,0,97,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6093913195241380454",2014-10-14,2015-04-28,196,651,5,5,2,0,1,0.4,0,368,2,0,184,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6094132919210395402",2015-10-01,2015-10-22,21,59,3,3,0,2,1,0,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,3,3,NA,NA,NA,NA
"-6103871317163856638",2015-09-21,2015-09-21,0,42,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,1,NA,NA,NA,NA
"-6108819099507105863",2014-11-11,2014-11-11,0,2,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6117635626699778028",2015-10-27,2015-10-27,0,782,2,2,2,2,1,1,1,782,2,2,391,1,1,NA,NA,NA,NA,NA,NA,NA,782,2,2,782,2,2,391
"-6139963077421374013",2014-06-09,2014-06-16,7,666,7,7,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-6143034441972147701",2014-05-20,2015-10-22,520,9216,48,46,35,37,0.958,0.729,0.771,8351,35,29,238.6,1,0.829,NA,NA,NA,NA,NA,NA,NA,3596,16,16,3596,16,16,224.75
"-6144869188036839514",2014-09-30,2015-10-14,379,1112,7,7,3,6,1,0.429,0.857,780,3,3,260,1,1,NA,NA,NA,NA,NA,NA,NA,490,2,2,490,2,2,245
