"user_primary_key","video_min_date","video_max_date","video_days","video_use_time","video_n_life","video_kind_life","vido_n_finish","video_n_school","video_repeat_rate","video_finish_rate","video_school_rate","video_finish_time","video_kind_finish","video_finish_school","video_f_time_mean","video_f_repeat_rate","video_f_school_rate","video_use_time_s1","video_n_s1","video_kind_s1","video_finish_time_s1","video_finish_s1","video_kind_finish_s1","video_finish_time_mean_s1","video_use_time_s2","video_n_s2","video_kind_s2","video_finish_time_s2","video_finish_s2","video_kind_finish_s2","video_finish_time_mean_s2"
"-9111507515239678993",2015-04-24,2015-06-05,42,404,2,2,0,1,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9113917381382658859",2014-06-26,2014-11-27,154,662,3,3,1,0,1,0.333,0,616,1,0,616,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9119634727574569277",2014-10-09,2014-11-03,25,1040,3,3,2,0,1,0.667,0,723,2,0,361.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9126384968670298702",2015-05-04,2015-05-04,0,297,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9127042123629038651",2014-12-09,2015-10-22,317,3611,28,24,11,22,0.857,0.393,0.786,2586,7,7,235.091,0.636,0.636,583,3,3,472,2,2,236,196,3,3,NA,NA,NA,NA
"-913146440145518440",2015-02-23,2015-03-09,14,4150,18,18,16,0,1,0.889,0,3687,16,0,230.438,1,0,2105,8,8,1642,6,6,273.666666666667,NA,NA,NA,NA,NA,NA,NA
"-9135753236287520747",2015-10-25,2015-10-25,0,4,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA
"-9138005200186062598",2014-11-18,2014-11-18,0,21,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9138484441434336476",2015-09-02,2015-09-04,2,526,3,2,1,2,0.667,0.333,0.667,240,1,1,240,1,1,NA,NA,NA,NA,NA,NA,NA,526,3,2,240,1,1,240
"-9142081190246266483",2015-10-26,2015-10-26,0,56,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,1,NA,NA,NA,NA
"-9144487374205392000",2015-03-11,2015-04-22,42,267,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,267,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9145728579974925112",2015-10-20,2015-10-20,0,117,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,1,1,NA,NA,NA,NA
"-9147408057692077287",2015-07-03,2015-07-03,0,3,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9147722721876040418",2014-04-28,2015-06-10,408,2219,16,15,3,1,0.938,0.188,0.062,545,2,0,181.667,0.667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-914993075201205427",2015-01-20,2015-05-25,125,10377,51,48,25,0,0.941,0.49,0,7189,24,0,287.56,0.96,0,2126,11,10,1709,9,8,189.888888888889,NA,NA,NA,NA,NA,NA,NA
"-9150537389363166285",2015-10-28,2015-10-28,0,5,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA
"-9162685177370241124",2015-09-08,2015-09-17,9,741,2,1,2,2,0.5,1,1,741,1,2,370.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,741,2,1,741,2,1,370.5
"-9166737663613751950",2014-12-02,2015-06-02,182,7361,28,25,17,7,0.893,0.607,0.25,5756,15,4,338.588,0.882,0.235,2131,6,6,1782,5,5,356.4,NA,NA,NA,NA,NA,NA,NA
"-9167930256578858288",2015-10-26,2015-10-26,0,450,1,1,1,0,1,1,0,450,1,0,450,1,0,NA,NA,NA,NA,NA,NA,NA,450,1,1,450,1,1,450
"-9189232757363118269",2014-10-26,2014-10-26,0,298,4,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9191044496120160767",2014-11-24,2014-12-22,28,610,4,4,1,0,1,0.25,0,129,1,0,129,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9195282831824593182",2015-10-30,2015-10-30,0,25,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-9196638276385981066",2015-05-20,2015-09-13,116,1379,7,7,4,0,1,0.571,0,965,4,0,241.25,1,0,NA,NA,NA,NA,NA,NA,NA,574,3,3,439,2,2,219.5
"-919706051680018995",2015-09-24,2015-09-24,0,1613,3,3,3,0,1,1,0,1613,3,0,537.667,1,0,NA,NA,NA,NA,NA,NA,NA,1613,3,3,1613,3,3,537.666666666667
"-9199448552421202023",2015-10-22,2015-10-23,1,949,2,2,2,1,1,1,0.5,949,2,1,474.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,949,2,2,949,2,2,474.5
"-9206400546562836505",2015-10-01,2015-10-01,0,232,3,3,0,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,3,3,NA,NA,NA,NA
"-9212334021022676449",2015-09-17,2015-09-17,0,216,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,1,1,NA,NA,NA,NA
"-9214142250804491926",2015-09-21,2015-09-21,0,35,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,1,NA,NA,NA,NA
"-930376743234958911",2015-01-01,2015-01-01,0,360,1,1,1,0,1,1,0,360,1,0,360,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-94391398440529637",2015-10-16,2015-10-16,0,10,2,2,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,NA,NA,NA,NA
"-945141652549416674",2015-06-01,2015-06-10,9,341,2,2,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-948057284762932816",2014-11-27,2015-10-23,330,1494,6,6,4,5,1,0.667,0.833,1485,4,4,371.25,1,1,NA,NA,NA,NA,NA,NA,NA,182,2,2,175,1,1,175
"-954252844866617475",2014-02-25,2015-03-23,391,2098,12,12,3,0,1,0.25,0,1087,3,0,362.333,1,0,343,2,2,225,1,1,225,NA,NA,NA,NA,NA,NA,NA
"-971286042821663824",2014-11-12,2014-11-12,0,532,15,15,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-973924600037320232",2014-10-20,2015-10-21,366,859,4,4,2,2,1,0.5,0.5,653,2,1,326.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,612,2,2,433,1,1,433
"-974223440635439179",2015-10-02,2015-10-16,14,452,5,5,0,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,5,5,NA,NA,NA,NA
"-974391346300547334",2014-10-13,2015-10-22,374,914,9,8,2,3,0.889,0.222,0.333,366,2,1,183,1,0.5,NA,NA,NA,NA,NA,NA,NA,216,3,3,167,1,1,167
"-974793435836387823",2015-04-23,2015-05-28,35,2043,7,7,3,4,1,0.429,0.571,1232,3,2,410.667,1,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-988106126178639525",2015-04-23,2015-04-23,0,851,1,1,1,0,1,1,0,851,1,0,851,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-992273012212892509",2014-10-24,2014-10-24,0,125,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-993222938035313861",2015-10-15,2015-10-15,0,51,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,1,NA,NA,NA,NA
"-998137160506839148",2015-07-01,2015-07-01,0,282,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005138605336384804",2014-05-15,2014-05-15,0,232,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022460643636580569",2015-04-24,2015-05-29,35,342,3,3,0,2,1,0,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035662902751705180",2015-02-04,2015-02-04,0,15,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039676660286008117",2014-06-17,2014-06-17,0,769,3,3,1,0,1,0.333,0,226,1,0,226,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045030728336062625",2015-01-22,2015-01-22,0,1,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049619329963354607",2014-10-14,2014-11-11,28,932,5,5,2,0,1,0.4,0,394,2,0,197,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051864645571464997",2015-05-08,2015-10-23,168,7839,53,49,35,7,0.925,0.66,0.132,6504,35,3,185.829,1,0.086,NA,NA,NA,NA,NA,NA,NA,6169,37,33,5750,33,33,174.242424242424
"1054092454552867031",2014-11-27,2015-10-01,308,2513,15,11,6,3,0.733,0.4,0.2,1303,5,0,217.167,0.833,0,NA,NA,NA,NA,NA,NA,NA,54,2,2,NA,NA,NA,NA
"1072270443954875351",2015-03-12,2015-05-19,68,306,4,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,275,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086906728689213528",2014-11-27,2014-11-27,0,156,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090629049690061569",2015-10-16,2015-10-16,0,859,6,6,1,0,1,0.167,0,304,1,0,304,1,0,NA,NA,NA,NA,NA,NA,NA,859,6,6,304,1,1,304
"1094760870324745716",2015-07-27,2015-08-03,7,228,2,2,0,1,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095529929916454384",2014-12-25,2015-05-28,154,7614,21,16,14,4,0.762,0.667,0.19,6701,12,4,478.643,0.857,0.286,3244,10,5,2565,6,4,427.5,NA,NA,NA,NA,NA,NA,NA
"110018097578275959",2015-10-21,2015-10-24,3,4057,14,11,11,4,0.786,0.786,0.286,3913,11,2,355.727,1,0.182,NA,NA,NA,NA,NA,NA,NA,4057,14,11,3913,11,11,355.727272727273
"1105566512722989396",2015-10-14,2015-10-26,12,1336,12,12,4,12,1,0.333,1,728,4,4,182,1,1,NA,NA,NA,NA,NA,NA,NA,1336,12,12,728,4,4,182
"1106222808926084424",2014-07-01,2014-07-02,1,191,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121692282190844513",2015-01-16,2015-01-18,2,4010,16,16,13,0,1,0.812,0,3487,13,0,268.231,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144876488197809335",2015-09-30,2015-10-26,26,564,2,2,1,1,1,0.5,0.5,445,1,0,445,1,0,NA,NA,NA,NA,NA,NA,NA,564,2,2,445,1,1,445
"1145968384086576715",2014-06-30,2014-12-01,154,1903,14,12,10,0,0.857,0.714,0,1484,9,0,148.4,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163027954166342230",2015-09-21,2015-10-19,28,1297,9,9,3,9,1,0.333,1,573,3,3,191,1,1,NA,NA,NA,NA,NA,NA,NA,1297,9,9,573,3,3,191
"1165499820395593993",2015-03-28,2015-03-28,0,160,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,160,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168522027627803598",2015-10-25,2015-10-27,2,827,4,3,1,0,0.75,0.25,0,416,1,0,416,1,0,NA,NA,NA,NA,NA,NA,NA,827,4,3,416,1,1,416
"1183499567051214314",2015-10-15,2015-10-22,7,81,2,2,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2,2,NA,NA,NA,NA
"1187231374814411278",2015-07-13,2015-07-30,17,770,14,12,0,14,0.857,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192005875601100232",2014-05-14,2014-11-27,197,49,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195842007176550909",2015-05-14,2015-06-26,43,148,2,2,0,1,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221556601081270537",2015-10-16,2015-10-16,0,116,1,1,1,1,1,1,1,116,1,1,116,1,1,NA,NA,NA,NA,NA,NA,NA,116,1,1,116,1,1,116
"1236167347214350517",2014-11-13,2014-11-13,0,513,3,3,2,0,1,0.667,0,489,2,0,244.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242195022836420747",2014-04-18,2015-10-26,556,102,2,2,0,1,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,NA,NA,NA,NA
"1247891323075657203",2015-01-21,2015-01-21,0,35,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251850999370516787",2015-10-01,2015-10-01,0,64,2,2,0,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2,2,NA,NA,NA,NA
"1277592220721028677",2015-03-21,2015-05-16,56,7601,12,11,12,0,0.917,1,0,7601,11,0,633.417,0.917,0,3850,6,5,3850,6,5,641.666666666667,NA,NA,NA,NA,NA,NA,NA
"1277866490832454648",2015-10-05,2015-10-12,7,1779,9,6,5,6,0.667,0.556,0.667,1556,4,2,311.2,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,1779,9,6,1556,5,4,311.2
"1280295031246465704",2015-10-27,2015-10-27,0,31,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,1,NA,NA,NA,NA
"1282915966599796728",2014-04-17,2014-05-15,28,402,4,3,0,0,0.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292001912505339646",2015-03-06,2015-03-06,0,29,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,29,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294884822949424258",2015-10-19,2015-10-26,7,644,3,3,2,0,1,0.667,0,617,2,0,308.5,1,0,NA,NA,NA,NA,NA,NA,NA,644,3,3,617,2,2,308.5
"1303780017774987921",2015-04-27,2015-04-27,0,265,1,1,1,0,1,1,0,265,1,0,265,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319089173788634752",2015-04-28,2015-04-28,0,304,2,2,1,0,1,0.5,0,171,1,0,171,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133249346781410313",2014-04-14,2015-10-19,553,2329,19,17,3,1,0.895,0.158,0.053,598,3,0,199.333,1,0,NA,NA,NA,NA,NA,NA,NA,20,1,1,NA,NA,NA,NA
"1334605997909035789",2014-06-17,2014-06-17,0,141,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337484790298751765",2015-01-06,2015-01-26,20,845,10,10,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349742942740299581",2015-03-18,2015-04-22,35,1220,4,4,1,0,1,0.25,0,479,1,0,479,1,0,1220,4,4,479,1,1,479,NA,NA,NA,NA,NA,NA,NA
"1353796313633818231",2015-09-07,2015-09-07,0,5,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA
"1354423425088226666",2014-09-29,2014-09-29,0,299,1,1,1,0,1,1,0,299,1,0,299,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359369317697127102",2015-06-17,2015-06-17,0,705,1,1,1,1,1,1,1,705,1,1,705,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362613084826573567",2015-04-01,2015-04-01,0,21,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,21,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385034365850439455",2015-09-05,2015-10-15,40,7890,34,23,33,26,0.676,0.971,0.765,7753,23,25,234.939,0.697,0.758,NA,NA,NA,NA,NA,NA,NA,7890,34,23,7753,33,23,234.939393939394
"1415212400523360927",2014-05-17,2015-10-10,511,797,5,5,1,0,1,0.2,0,313,1,0,313,1,0,NA,NA,NA,NA,NA,NA,NA,736,4,4,313,1,1,313
"1423261667742045385",2015-01-30,2015-02-11,12,3445,14,11,7,0,0.786,0.5,0,2611,5,0,373,0.714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423396437391128041",2015-01-23,2015-02-03,11,3813,6,5,3,0,0.833,0.5,0,3602,3,0,1200.667,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428706027900926525",2014-06-05,2014-10-13,130,1390,5,5,4,0,1,0.8,0,1169,4,0,292.25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430512926361598477",2015-04-23,2015-04-23,0,719,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432490220352417075",2015-08-05,2015-10-30,86,770,3,3,2,3,1,0.667,1,752,2,2,376,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439710052786309491",2015-03-30,2015-03-30,0,269,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,269,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144270048360871744",2014-06-06,2015-10-15,496,675,6,6,2,4,1,0.333,0.667,520,2,2,260,1,1,NA,NA,NA,NA,NA,NA,NA,101,2,2,NA,NA,NA,NA
"1455268240201826871",2015-09-16,2015-09-17,1,173,3,3,0,1,1,0,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,3,3,NA,NA,NA,NA
"1462348660601225273",2015-05-14,2015-10-25,164,4618,36,36,6,29,1,0.167,0.806,1338,6,2,223,1,0.333,NA,NA,NA,NA,NA,NA,NA,1338,6,6,1338,6,6,223
"1476951637166675084",2014-03-04,2015-03-19,380,5021,32,28,15,0,0.875,0.469,0,3165,14,0,211,0.933,0,912,4,4,712,3,3,237.333333333333,NA,NA,NA,NA,NA,NA,NA
"147790135465117669",2015-09-10,2015-10-29,49,4141,15,14,15,5,0.933,1,0.333,4141,14,5,276.067,0.933,0.333,NA,NA,NA,NA,NA,NA,NA,4108,14,14,4108,14,14,293.428571428571
"1485737632669120431",2015-05-07,2015-05-07,0,35,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495221278771467637",2015-05-24,2015-10-30,159,184,2,2,1,1,1,0.5,0.5,134,1,1,134,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15000188089937296",2014-05-12,2014-05-19,7,111,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507357694285592029",2014-12-01,2014-12-01,0,5,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511034556933105872",2015-09-16,2015-10-28,42,7947,31,17,31,16,0.548,1,0.516,7947,17,16,256.355,0.548,0.516,NA,NA,NA,NA,NA,NA,NA,7947,31,17,7947,31,17,256.354838709677
"1516637895213601049",2015-01-27,2015-01-27,0,88,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517500270596665858",2014-12-11,2015-01-23,43,64,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153133302595375711",2014-12-02,2015-09-24,296,183,3,3,0,2,1,0,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA
"1533279966821214521",2015-03-03,2015-03-03,0,44,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538001167594181242",2014-12-02,2014-12-02,0,595,4,4,3,0,1,0.75,0,518,3,0,172.667,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546810779577672698",2015-09-07,2015-10-19,42,2014,15,14,9,15,0.933,0.6,1,1597,8,9,177.444,0.889,1,NA,NA,NA,NA,NA,NA,NA,2014,15,14,1597,9,8,177.444444444444
"1547801806179365176",2015-06-18,2015-06-18,0,278,3,3,1,3,1,0.333,1,22,1,1,22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548668363041024132",2014-12-09,2015-05-26,168,1356,8,8,2,3,1,0.25,0.375,824,2,1,412,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573186660773083254",2015-10-16,2015-10-16,0,2142,3,3,2,3,1,0.667,1,1684,2,2,842,1,1,NA,NA,NA,NA,NA,NA,NA,2142,3,3,1684,2,2,842
"1589727333206072152",2015-10-01,2015-10-15,14,60,4,4,0,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4,4,NA,NA,NA,NA
"1606120111950239082",2014-09-30,2014-09-30,0,66,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611377760452802994",2014-05-14,2015-10-12,516,16822,58,54,54,0,0.931,0.931,0,16110,51,0,298.333,0.944,0,NA,NA,NA,NA,NA,NA,NA,1407,5,5,988,3,3,329.333333333333
"1624671397904551126",2015-09-18,2015-09-18,0,71,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1,1,NA,NA,NA,NA
"1624855012317943229",2015-06-12,2015-06-12,0,467,3,3,2,3,1,0.667,1,359,2,2,179.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639873255310928224",2015-05-14,2015-05-28,14,443,3,3,1,0,1,0.333,0,294,1,0,294,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643119166878517151",2015-10-13,2015-10-13,0,41,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,1,NA,NA,NA,NA
"1646144113866470772",2014-06-03,2014-06-26,23,130,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165005284430191091",2015-03-11,2015-03-11,0,200,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,200,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654530074446465949",2015-07-02,2015-10-20,110,7382,38,38,24,36,1,0.632,0.947,4802,24,24,200.083,1,1,NA,NA,NA,NA,NA,NA,NA,3852,17,17,3315,13,13,255
"1654620822672933482",2014-04-28,2015-10-20,540,13022,59,54,54,1,0.915,0.915,0.017,12699,50,0,235.167,0.926,0,5806,24,22,5665,22,20,257.5,540,2,1,449,1,1,449
"1657395343925065447",2015-03-17,2015-03-17,0,44,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662460776327564870",2015-04-24,2015-10-12,171,3039,16,16,14,13,1,0.875,0.812,2666,14,12,190.429,1,0.857,NA,NA,NA,NA,NA,NA,NA,2631,13,13,2469,12,12,205.75
"16705915792809990",2015-01-16,2015-01-16,0,65,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680660066440966431",2014-07-07,2015-10-11,461,575,5,5,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,1,1,NA,NA,NA,NA
"1690771247812163619",2015-08-24,2015-08-25,1,523,4,3,0,4,0.75,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696519118788511512",2014-10-13,2015-10-22,374,550,6,5,1,1,0.833,0.167,0.167,224,1,0,224,1,0,NA,NA,NA,NA,NA,NA,NA,9,1,1,NA,NA,NA,NA
"1703727702489079177",2015-04-16,2015-05-02,16,969,6,6,3,0,1,0.5,0,666,3,0,222,1,0,380,3,3,249,1,1,249,NA,NA,NA,NA,NA,NA,NA
"1705474166497108856",2015-06-09,2015-06-09,0,4,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709886849886558459",2015-04-19,2015-05-10,21,101,4,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714938989033956705",2015-03-10,2015-09-15,189,1076,8,8,1,1,1,0.125,0.125,584,1,0,584,1,0,611,2,2,584,1,1,584,138,1,1,NA,NA,NA,NA
"1720880878484587916",2014-10-13,2015-10-19,371,2353,8,8,5,5,1,0.625,0.625,1607,5,3,321.4,1,0.6,546,2,2,546,2,2,273,1803,5,5,1061,3,3,353.666666666667
