user_primary_key,total_time_taken_s1,total_attempt_cnt_s1,hint_cnt_s1,review_mode_s1,pretest_mode_s1,n_s1,total_time_taken_s2,total_attempt_cnt_s2,hint_cnt_s2,review_mode_s2,pretest_mode_s2,n_s2,total_time_taken,total_attempt_cnt,hint_cnt,review_mode,pretest_mode,n
-1316386214548766756,10.22429906542056,1.2757009345794392,0.24299065420560748,0,0,214,NA,NA,NA,NA,NA,NA,12.588588588588589,1.1666666666666667,0.24474474474474475,0.012012012012012012,0,666
-1323533011203522735,8.625,1,0,0,0,8,NA,NA,NA,NA,NA,NA,20.63157894736842,1.0526315789473684,0,0,0,19
-133891921628538800,11.625,1.125,0.40625,0,0,32,17.714285714285715,1.1428571428571428,0,0,0.8571428571428571,7,10.868217054263566,1.2170542635658914,0.10852713178294573,0,0.046511627906976744,129
-1345965498227138758,19.22641509433962,1.8113207547169812,0.8490566037735849,0,0,53,NA,NA,NA,NA,NA,NA,13.424164524421593,1.3239074550128536,0.31362467866323906,0,0,389
-1348284187445917815,26,8,0.5,0,0,2,NA,NA,NA,NA,NA,NA,49.291666666666664,3.3333333333333335,0.125,0,0,24
-1357559177580016766,33,1,2,0,0,1,11.833333333333334,1.106060606060606,0,0,0,66,19.181818181818183,1.3818181818181818,0.11818181818181818,0,0,110
-1360961170630662772,8.85897435897436,1.4102564102564104,0,0.05128205128205128,0,78,NA,NA,NA,NA,NA,NA,14.159638554216867,1.2108433734939759,0.2921686746987952,0.012048192771084338,0,332
-1386444757579905877,5,1,0,0,0,9,NA,NA,NA,NA,NA,NA,11.346153846153847,1.2820512820512822,0.038461538461538464,0.10256410256410256,0,78
-1393388788216481698,32.1,1.7,1.05,0,0,20,NA,NA,NA,NA,NA,NA,48.83898305084746,1.6610169491525424,1.9576271186440677,0,0,118
-1399789407845349693,27.05263157894737,1.5263157894736843,0.8947368421052632,0,0,19,13,1.2575757575757576,0,0,0,66,16.141176470588235,1.3176470588235294,0.2,0,0,85
-1413039717473984482,16.84228187919463,1.8053691275167785,0.37919463087248323,0,0,298,NA,NA,NA,NA,NA,NA,19.846715328467152,1.710462287104623,0.2871046228710462,0,0,411
-1419558655200310691,27.92452830188679,1.2641509433962264,0.018867924528301886,0,0,53,58.36842105263158,2.6842105263157894,1.2105263157894737,0.631578947368421,0,19,34.48148148148148,1.8148148148148149,0.5833333333333334,0.1111111111111111,0,108
-1425165444628258581,8.47872340425532,1.0425531914893618,0.0425531914893617,0,0,94,NA,NA,NA,NA,NA,NA,8.326530612244898,1.030612244897959,0.10204081632653061,0,0,98
-1428230328779640857,12.236686390532544,1.2603550295857988,0.04142011834319527,0.047337278106508875,0,169,17.19921875,1.47265625,0.2265625,0.09375,0,256,15.419491525423728,1.3898305084745763,0.1673728813559322,0.08898305084745763,0,472
-1435582915784233435,35.65625,1.125,2.625,0,0,32,NA,NA,NA,NA,NA,NA,23.111510791366907,1.368705035971223,0.5989208633093526,0,0,556
-1439589885465582971,9.590909090909092,1.3484848484848484,0.18181818181818182,0,0,66,NA,NA,NA,NA,NA,NA,10.940092165898617,1.1935483870967742,0.1858678955453149,0.04608294930875576,0.06144393241167435,651
-1463339338528289744,13.149214659685864,1.4005235602094241,0.7382198952879581,0,0,382,33.608695652173914,1,3.130434782608696,0.2608695652173913,0,23,15.474002418379685,1.3857315598548972,0.8814993954050786,0.007255139056831923,0,827
-1472622717092172388,10.614035087719298,1.280701754385965,0,0.14035087719298245,0,57,NA,NA,NA,NA,NA,NA,12.722772277227723,1.1782178217821782,0,0.07920792079207921,0,101
-1499842094581794999,13.043557168784028,1.3411978221415608,0.5553539019963702,0,0,551,23.334661354581673,3.406374501992032,0.41832669322709165,0,0,251,16.783628136569313,1.4882764294529,0.39531057178116,0.012340600575894693,0.058412176059234884,2431
-1503943177583659338,42.44444444444444,7.222222222222222,1.1111111111111112,0,0,9,45.672413793103445,1.7241379310344827,0.4827586206896552,0,0,58,40.59090909090909,2.397727272727273,0.6363636363636364,0,0,88
-1506273067652085977,94,6,4,0,0,1,NA,NA,NA,NA,NA,NA,29.6,2,0.8,0,0,5
-1508259560676896346,30.709016393442624,1.209016393442623,0.4057377049180328,0,0,244,34.14102564102564,1.2820512820512822,0.7307692307692307,0,0,78,22.081739130434784,1.2330434782608695,0.34956521739130436,0,0,575
-151753847108053383,13.365019011406844,1.193916349809886,0.1520912547528517,0,0,263,35.63380281690141,1.408450704225352,0.36619718309859156,0,0,71,18.163170163170165,1.344988344988345,0.23076923076923078,0,0,429
-1527675808104744112,14.40677966101695,1.305084745762712,0.11864406779661017,0,0,59,NA,NA,NA,NA,NA,NA,14.646288209606986,1.3537117903930131,0.13100436681222707,0,0,229
-1538647850051527644,29.384615384615383,1.4230769230769231,0.6923076923076923,0,0,26,NA,NA,NA,NA,NA,NA,18.93859649122807,1.1666666666666667,0.23684210526315788,0,0,114
-1552882043452723203,21.88850174216028,1.5749128919860627,0.37630662020905925,0,0,287,12.286821705426357,1.1007751937984496,0.10077519379844961,0.3488372093023256,0,129,23.24774774774775,1.5592020592020592,0.37194337194337196,0.02895752895752896,0,1554
-1573934546608263577,9.089285714285714,2.1607142857142856,0,0,0,56,NA,NA,NA,NA,NA,NA,9.481132075471699,1.7452830188679245,0,0,0,106
-1606849205689365076,29.125,2,1.125,0,0,8,35.69230769230769,1.5576923076923077,0.6538461538461539,0,0,52,34.81666666666667,1.6166666666666667,0.7166666666666667,0,0,60
-1612932803062484239,8.737373737373737,1.2154882154882154,0.08417508417508418,0,0,297,NA,NA,NA,NA,NA,NA,9.187158469945356,1.2185792349726776,0.40027322404371585,0,0,732
-1641501478249654861,54.84615384615385,3.576923076923077,0.5384615384615384,0,0,26,NA,NA,NA,NA,NA,NA,48.24242424242424,3.090909090909091,0.9696969696969697,0,0,33
-1645927681791057479,18.43243243243243,1.1756756756756757,0.5675675675675675,0,0,74,39,1,5,0,1,1,24.923482849604223,1.432717678100264,1.0817941952506596,0,0.002638522427440633,379
-1651595190400651164,17.366666666666667,1.1,0.16666666666666666,0,0,30,16.945205479452056,1.36986301369863,0.0821917808219178,0,0,73,17.067961165048544,1.2912621359223302,0.10679611650485436,0,0,103
-1651955666928692719,44.1,1,0,0,0,10,95.43243243243244,2.0405405405405403,1.135135135135135,0,0,74,38.101010101010104,1.6531986531986531,0.7171717171717171,0,0,297
-1665472298613416295,14.25,1.8333333333333333,0.5416666666666666,0,0,24,8.5,1.0833333333333333,0.3333333333333333,0,0,12,11.93950177935943,1.201067615658363,0.06761565836298933,0,0,562
-1668445809644922409,123.93548387096774,1.3870967741935485,4.903225806451613,0,0,31,50.29715302491103,1.5373665480427046,0.693950177935943,0.010676156583629894,0,562,54.49626104690687,1.6138681169272604,1.5989123045547247,0.004078857919782461,0,1471
-1677139902948161726,14.722222222222221,1.5555555555555556,0.4444444444444444,0,0,18,NA,NA,NA,NA,NA,NA,14.722222222222221,1.5555555555555556,0.4444444444444444,0,0,18
-1682051475938360205,6.461538461538462,1.5128205128205128,0.15384615384615385,0.10256410256410256,0,78,9.596638655462185,1.26890756302521,0.04201680672268908,0.10084033613445378,0,119,9.876876876876876,1.4564564564564564,0.26126126126126126,0.06006006006006006,0,333
-1721428701752228149,13.515539305301646,1.3107861060329067,0.35648994515539306,0,0,547,7.587378640776699,1.0922330097087378,0.13592233009708737,0,0,206,11.948275862068966,1.2474645030425964,0.2961460446247465,0,0,986
-1723685229336828907,11.35,1.1,0,0,0,20,NA,NA,NA,NA,NA,NA,18.791208791208792,1.4615384615384615,0.14285714285714285,0,0,91
-1730485012226131214,5.041666666666667,1,0,0,0,24,22.05921052631579,1.3355263157894737,0.881578947368421,0.02631578947368421,0,152,19.69148936170213,1.2765957446808511,0.7287234042553191,0.02127659574468085,0,188
-1750623814530470453,8,1,0,0,0,1,NA,NA,NA,NA,NA,NA,16.232432432432432,1.227027027027027,0.06486486486486487,0,0,370
-1778095773377225006,10.273584905660377,1.0660377358490567,0.10377358490566038,0,0,106,NA,NA,NA,NA,NA,NA,15.51937984496124,1.1472868217054264,0.6007751937984496,0,0,258
-1800874580407968056,11,1.075,0,0,0,40,4.416666666666667,0.9166666666666666,0.3333333333333333,0,0,12,12.15606936416185,1.3872832369942196,0.19653179190751446,0,0,173
-1811641333152761995,10.495934959349594,1.113821138211382,0.3089430894308943,0,0,123,10.906976744186046,1.2093023255813953,0.011627906976744186,0,0,86,11.612403100775193,1.2054263565891472,0.26744186046511625,0,0,258
-1823892777691871089,24.333333333333332,3.7777777777777777,0.1111111111111111,0,0,9,23.666666666666668,2.25,0,0,0,12,56.89719626168224,1.8224299065420562,0.8130841121495327,0,0,107
-1824251893724497760,9.803921568627452,1.607843137254902,0,0,0,51,30.40625,1.34375,0.90625,0,0,32,46.25132275132275,1.306878306878307,0.2222222222222222,0,0,378
-184372148820531233,14.452830188679245,1.679245283018868,0.6,0,0,265,11.008264462809917,1.3636363636363635,0.2809917355371901,0.07851239669421488,0.1652892561983471,242,13.405442176870748,1.5,0.2571428571428571,0.01292517006802721,0.027210884353741496,1470
-1845914822101634985,14.768817204301076,1.0806451612903225,0,0,0,186,23.91176470588235,1.2941176470588236,0.17647058823529413,0,0.17647058823529413,34,11.615466101694915,1.1122881355932204,0.012711864406779662,0,0.006355932203389831,944
-1855617704359143548,64.75,1.125,0.125,0,0,8,NA,NA,NA,NA,NA,NA,30.324786324786324,1.3846153846153846,0.2564102564102564,0,0,117
-1857330163720829935,13.619718309859154,1.1690140845070423,0.07042253521126761,0,0,71,NA,NA,NA,NA,NA,NA,13.058461538461538,1.1938461538461538,0.027692307692307693,0,0,325
-1872140570710332985,21.988235294117647,1.6588235294117648,0.27647058823529413,0,0,170,NA,NA,NA,NA,NA,NA,26.990853658536587,1.988821138211382,0.7540650406504065,0.0010162601626016261,0,984
-1913110899645664811,17.012820512820515,1.7307692307692308,0.21794871794871795,0,0,78,39.23870967741936,1.4387096774193548,0.13548387096774195,0.06451612903225806,0,155,33.46238938053097,1.6039823008849559,0.4646017699115044,0.05752212389380531,0,452
-1917393302935335072,30.410714285714285,1.7142857142857142,0.125,0,0,56,NA,NA,NA,NA,NA,NA,27.185714285714287,1.5857142857142856,0.1,0,0,70
-1917880718871670012,16.94959495949595,1.2803780378037803,0.24302430243024303,4.5004500450045e-4,0,2222,62.6271186440678,1.6016949152542372,0.4661016949152542,0.09322033898305085,0,118,15.822695035460994,1.2842334969994544,0.19694489907255866,0.019094380796508457,0.0014548099654482633,5499
-1922980560638865585,23.948924731182796,1.6666666666666667,0.6397849462365591,0,0,744,NA,NA,NA,NA,NA,NA,29.61092775944261,1.572057205720572,0.5511551155115512,0,0,2727
-1925517356169885547,71.22222222222223,2.5555555555555554,2.5555555555555554,0,0,9,30.04255319148936,1.3191489361702127,1.2127659574468086,0,0,47,36.18,1.6733333333333333,0.6933333333333334,0,0,300
-1926797532184497977,8.222222222222221,1.1975308641975309,0.6296296296296297,0,0,81,21.194444444444443,1.3055555555555556,0.16666666666666666,0,0,36,11.68716577540107,1.1203208556149733,0.1711229946524064,0,0,374
-1942385032612107464,10.857142857142858,1,0,0,0,7,NA,NA,NA,NA,NA,NA,10.857142857142858,1,0,0,0,7
-1952717196392012712,9.032608695652174,1.184782608695652,0.33695652173913043,0,0,92,NA,NA,NA,NA,NA,NA,9.032608695652174,1.184782608695652,0.33695652173913043,0,0,92
-195275964444925940,19.354430379746834,1.3670886075949367,0.45569620253164556,0,0,79,NA,NA,NA,NA,NA,NA,42.06149732620321,1.8903743315508021,1.018716577540107,0,0,374
-1955835170400312447,12.012048192771084,1.1927710843373494,0.13855421686746988,0,0,166,NA,NA,NA,NA,NA,NA,10.335714285714285,1.1607142857142858,0.6178571428571429,0,0,280
-1957509249257474444,17.431818181818183,1.3863636363636365,0.5454545454545454,0,0,44,NA,NA,NA,NA,NA,NA,24.770731707317072,1.326829268292683,1.2829268292682927,0,0,205
-1957956771088192036,8.80503144654088,1.220125786163522,0.050314465408805034,0.050314465408805034,0,159,13.363636363636363,1.0909090909090908,0,1,0,11,13.183121019108281,1.3232484076433122,0.17993630573248406,0.030254777070063694,0,628
-1968632360078522204,17,1.1,0,0,0,10,NA,NA,NA,NA,NA,NA,14.492307692307692,1.123076923076923,0.03076923076923077,0,0,65
-1970846313874855913,28.7,2.15,0.1,0,0,20,NA,NA,NA,NA,NA,NA,31.805860805860807,2.553113553113553,1.1245421245421245,0,0,273
-1991358274879944376,9.60752688172043,1.10752688172043,0.04838709677419355,0,0,186,14.042553191489361,1.127659574468085,0.0851063829787234,0.46808510638297873,0.2765957446808511,47,12.453416149068323,1.1490683229813665,0.055900621118012424,0.06832298136645963,0.040372670807453416,322
-2014964715657853937,19.678571428571427,1.8214285714285714,0.2857142857142857,0,0,28,22.102564102564102,1.3846153846153846,0,0,0,78,23.4010889292196,1.368421052631579,0.1851179673321234,0,0,551
-2040799381115888448,30.5,2,0,0,0,2,12.065972222222221,1.1736111111111112,0.13194444444444445,0.15625,0,288,15.382864792503346,1.2396251673360108,0.2958500669344043,0.060240963855421686,0,747
-2044206649131662644,14.125,2.3125,0.1875,0,0,16,NA,NA,NA,NA,NA,NA,12.8,1.55,0.15,0,0,40
-2048138743306436402,8.296610169491526,1.1751412429378532,0.07344632768361582,0.04519774011299435,0,708,30.892857142857142,1.380952380952381,0.05952380952380952,0.2857142857142857,0,84,13.485468245425189,1.1872981700753498,0.061356297093649086,0.1302475780409042,0,929
-2049075726559466217,30,1.105263157894737,0.8157894736842105,0,0,38,NA,NA,NA,NA,NA,NA,55.61842105263158,1.1710526315789473,0.7105263157894737,0,0,76
-2066539257112285372,31.34285714285714,2.25,0.7714285714285715,0,0,140,NA,NA,NA,NA,NA,NA,43.953748006379584,2.082934609250399,1.8596491228070176,0,0,627
-2103860309880832998,17.241847826086957,1.4429347826086956,0.20380434782608695,0,0,368,32.725,1.525,0.6625,0,0,80,17.341375150784078,1.344993968636912,0.5138721351025332,0,0,829
-2120939199858763520,5.472222222222222,1.0833333333333333,0,0,0,72,NA,NA,NA,NA,NA,NA,5.142857142857143,1.0535714285714286,0,0,0,112
-2133960056943532164,7.571428571428571,1.4285714285714286,0.14285714285714285,0,0,14,NA,NA,NA,NA,NA,NA,7.932584269662922,1.3895131086142323,0.033707865168539325,0,0,267
-2150734367526912229,24.28,1.24,1.36,0,0,25,NA,NA,NA,NA,NA,NA,23.75054704595186,1.1816192560175054,0.38949671772428884,0.087527352297593,0,457
-216862112318145169,10.154255319148936,1.122340425531915,0,0,0,188,29.806451612903224,1.2258064516129032,0,0.41935483870967744,0.03225806451612903,31,19.33970588235294,1.3558823529411765,0.11176470588235295,0.01911764705882353,0.0014705882352941176,680
-2179777198637916065,44.34394904458599,3.286624203821656,1.7388535031847134,0,0,157,31.734782608695653,1.608695652173913,1.1652173913043478,0,0,230,27.940615835777127,1.9516129032258065,0.6495601173020528,0.005865102639296188,0,1364
-2185677373915566814,24.142857142857142,1.2142857142857142,1.1428571428571428,0,0,14,33.25,1.3125,2.75,0,0,16,25.559585492227978,1.2279792746113989,1.5544041450777202,0,0,193
-218591194762431727,28.095890410958905,1.4931506849315068,0.0684931506849315,0,0,73,NA,NA,NA,NA,NA,NA,91.91165413533835,2.1635338345864663,0.5676691729323309,0,0,532
-2199508746738671654,12.860082304526749,1.2345679012345678,0.15637860082304528,0,0,243,NA,NA,NA,NA,NA,NA,14.82876712328767,1.3447488584474885,0.4520547945205479,0,0,438
-2201596479219420794,7.548387096774194,1.1612903225806452,0.010752688172043012,0,0,93,10.65,1.3,0.09,0,0,100,13.802414928649835,1.4774972557628978,0.145993413830955,0,0,911
-2203518001997962560,15.081395348837209,1.313953488372093,0.22093023255813954,0,0,86,NA,NA,NA,NA,NA,NA,16.78974358974359,1.4307692307692308,0.38461538461538464,0,0,195
-2211526144020228382,56.541666666666664,7,0.5,0,0,24,NA,NA,NA,NA,NA,NA,629.3635458167331,2.2798804780876494,0.7599601593625498,0,0,1004
-2221497711196583746,8.333333333333334,0.6666666666666666,2.6666666666666665,0,0,3,18.369565217391305,2.239130434782609,0.5434782608695652,0,0,46,24.557142857142857,2.1142857142857143,0.6428571428571429,0,0,70
-2231297819754211536,10.78561736770692,1.2157394843962008,0.35956580732700133,0,0,737,14.393203883495145,1.470873786407767,1.1990291262135921,0.1407766990291262,0.009708737864077669,206,11.023809523809524,1.2373511904761905,0.4181547619047619,0.021577380952380952,0.001488095238095238,1344
-2240723241408424146,60.80952380952381,1.4761904761904763,0.19047619047619047,0,0,21,11.153846153846153,1.6263736263736264,0.054945054945054944,0.08791208791208792,0.027472527472527472,182,19.04539559014267,1.5706874189364461,0.364461738002594,0.020752269779507133,0.00648508430609598,771
-2249044050652621070,16.35,1,3.15,0,0,20,NA,NA,NA,NA,NA,NA,20.285714285714285,1.0571428571428572,2.4857142857142858,0,0,35
-2250478604291827261,127.76020408163265,1.5535714285714286,0.9948979591836735,0,0,392,NA,NA,NA,NA,NA,NA,121.0901287553648,1.5600858369098713,0.927038626609442,0,0,466
