user_primary_key_hash,pre_exam,post_exam
-1001679963443132023,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1002415107749121220,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1003932211595340651,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1005200296279199448,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1005944522841199189,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1012531795454857607,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1014327725909970389,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1018652906653759381,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1018988166902325425,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1020355799362345007,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-102242605380371657,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1024894847361488749,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1026423240087465615,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1027424536916900336,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1035052888477624574,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-103808604600726914,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1039698400584513425,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1041939985080023904,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1046466565539008576,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1047910102923304583,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1051664478198649550,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-105449353861095148,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1055267780325577624,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1055307427485026893,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1055795604842278772,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1056087100917741613,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1058760904998211066,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1059825315978702478,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1066057221485628660,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1068081364122979219,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1071205332524791204,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1073055534497308263,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1078493402811388053,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1083216552925966899,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-108414110392908818,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1086091050522195194,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1088053595257973971,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1089597889821901259,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1099385066196476612,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1100355393099949778,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-11009409510197952,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1102517609168241238,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1104604974092029600,2015-04-29 18:03:10.00139 UTC,2015-10-30 09:00:20.56732 UTC
-1108858467418707929,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1111959984454655666,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1112260135898282541,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1134701656286377683,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1143216368564452568,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1146437913036306944,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-114864253022705159,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1150990566548386479,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1152122015375285883,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1156076327741159168,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1158429520953226248,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1160268702629288931,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1164142749737652233,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1165686023318091103,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1168029003802667866,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1169494384559908394,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1170196200045664541,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1196549982680476635,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-120704243485479647,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-120747678342719306,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1210326466348907331,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1211899791464410880,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1213741298761689743,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-122254896531985960,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1228197424458476743,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1234877972843511941,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1235457169585480561,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1237579367675007388,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1245997262634416588,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1247141361212672147,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1247331095322916204,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1248924618554469513,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1251349745011537727,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1255074087543954619,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1255942791329323652,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1256264877026138905,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1256374053891620664,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1260427190558586798,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1260635168426412197,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-126083741015071972,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-126363260225426077,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1266840735436974427,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1269116521117295013,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1280394604242357411,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1289211783882310211,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1289384783833916778,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1290957278146828154,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-129289982029723779,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-129605146747286297,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1300452659965738793,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1303003096562596676,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1303501948656075251,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1304623455336996977,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-13080498482521685,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1312578494212419997,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1316386214548766756,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1316898496691139153,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1323533011203522735,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1325199469009188897,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1327899546395384470,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-133891921628538800,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-134451908732185094,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1345965498227138758,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1348284187445917815,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1357559177580016766,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1357612174230985240,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1360961170630662772,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1366982070129272894,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1368736457494641835,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1369042497541458569,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1370626231159691563,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1374963669218824976,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1376963424466477661,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-137879400575181268,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1386444757579905877,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1387940388647497316,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1392326394923002112,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1393388788216481698,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1399789407845349693,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1403158450558673755,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1403839138293769480,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1408293586667882221,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1413039717473984482,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1419558655200310691,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-142048731833757669,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1422695714055777885,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-142440763294359771,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1425165444628258581,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1428230328779640857,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1429006294384175247,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1431745374919160186,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1435582915784233435,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1435609824870922704,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1436804092663278895,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1437454343881225081,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-143845071685234211,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1439589885465582971,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1439876180974631439,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1440114266741057721,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1444130703556502172,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1446226966547245313,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-14474737007720219,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1447809392620475510,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1453404133302168502,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1454478264199260355,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1457496236670873065,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1463339338528289744,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1469518089666274859,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1472622717092172388,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-147763299245932324,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1479459176786901321,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1481402967962654585,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1485552482221093763,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1485789384318680045,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1490442960173773592,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1495407023070656538,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1497548127424639408,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1499842094581794999,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1502762606622771218,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1503572718455681658,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1503943177583659338,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1506273067652085977,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1506763211515161254,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1508259560676896346,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1511809787725318879,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-151230402297234143,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1513588316670069454,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1513784272209862149,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1515080554835408280,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1515634703644439006,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-151753847108053383,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1527675808104744112,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1529905461062697526,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1530551904768480864,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1534427008811294853,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1538062434563405963,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1538647850051527644,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1539013342353900130,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1545143351133340864,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1545982799977702816,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1546298469783008725,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-155186315156055838,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1551931330137940031,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1552827962295406544,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1552882043452723203,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1553986641267147012,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1561036682204654551,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1569641092486326330,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1573934546608263577,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1590249445646675436,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1594411692904007226,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1602634728417372594,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1604023111020420164,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1604177642259456661,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1604486382783344290,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-160603696195061891,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1606849205689365076,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1610061678006827422,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1612932803062484239,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-161408932472249590,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1615497298464248049,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1619345864843685444,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1620679801754988989,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1622174668730140007,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1624047203483126532,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-16258986273934483,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1629884161577929075,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1634979716593435253,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1637713059279928142,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1641501478249654861,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1644372148746103230,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1645927681791057479,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1651595190400651164,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1651955666928692719,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1655361649298510660,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1655483964394473905,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1665472298613416295,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1668445809644922409,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1669794018920955215,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1670840147683568947,2015-05-04 18:07:31.05762 UTC,2015-10-30 09:04:24.15186 UTC
-1672618258837324787,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1677139902948161726,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-167782741138569996,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1682051475938360205,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1691500852188885678,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1691732243759791824,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1696378051134816323,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1700968648465923517,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1702905369105347947,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-170803180565279408,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1714635189577254200,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1721428701752228149,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1723685229336828907,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1728043116829959299,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1730485012226131214,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1750623814530470453,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1751363943377941258,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1754960420858476144,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1758426156837356591,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1765457143818581105,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1765888277573466836,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1767294399297638347,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1773835954155248400,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1774431718372440847,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1774678834291101956,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1778095773377225006,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1782214218938367954,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1792549425877717535,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1795118518923794835,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1796556970363301441,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1799658818299152866,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1800874580407968056,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1810653927296780077,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1811641333152761995,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1813093602513472649,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1821008286321272923,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1823892777691871089,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1824251893724497760,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1825694876468865572,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1837544678102050301,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1838067594419254533,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-184372148820531233,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1845914822101634985,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1847769762549018383,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1855617704359143548,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1857330163720829935,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1860790987436441408,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
-1865386230159171521,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1869086475428893218,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1871569136461900918,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1872140570710332985,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1882600672511930934,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1887598812464213263,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-1896194954817006463,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1899415945636211570,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1902358992962036126,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
-1903996887042679170,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
-190845116057858009,2015-04-24 18:03:16.57849 UTC,2015-10-30 09:00:20.56732 UTC
-1913110899645664811,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
-1917393302935335072,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
-1917880718871670012,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
-1922980560638865585,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
