user_primary_key_hash,pre_exam,post_exam
7131618932125509156,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
7131676513847928437,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
7132438392246942567,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
7135182770012384976,2015-04-24 07:49:04.43762 UTC,2015-10-30 09:02:53.15014 UTC
7135501262425863414,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
7138252103952484411,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
7142470480151358643,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
7142878783057217947,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
7143874196992549746,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
7144167528987553479,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
7145169623842778938,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
7147323654978059171,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
7152016393882258101,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
7152696774608329350,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
7156631097183334302,2015-04-24 07:46:45.63111 UTC,2015-10-30 09:01:24.40038 UTC
7158195146717285845,2015-04-24 18:10:03.69168 UTC,2015-10-30 09:05:29.91257 UTC
7158305829390885038,2015-04-24 18:07:53.76365 UTC,2015-10-30 09:04:24.15186 UTC
7162292429828934851,2015-04-24 18:13:00.26311 UTC,2015-10-30 09:08:06.65825 UTC
7162349000377860613,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
7164570314683459280,2015-04-24 18:11:34.09751 UTC,2015-10-30 09:06:48.43213 UTC
