user_primary_key,point_2015
-4541264487841520532,49611
-4768844236851963984,51267
-5089447162136566384,26781
-6345250132280606900,6853
-7069154423007347490,29792
-7335292363196128325,6629
-7363584800309277,5258
-7493977848444950757,225
-7892101766384953489,27326
-9157855454821242650,45776
1680660066440966431,70440
1990968194056311538,34510
2038085596921890749,5440
3285427557023485699,26803
3782354319343514979,5677
3931824493174002523,414
4730961549632854491,40710
5320463285396662732,27733
5342785412837975246,26918
5617222663781024055,41275
5690566914194701343,310
7062328894640022995,14493
7086093841388071476,864
7926113434213590852,10485
8568005798906458660,25172
8682481227452340865,8636
8981051622501073827,33645
9108386661753934569,7495
-1112260135898282541,7252
-1436804092663278895,1920
-2855496208692326386,1913
-536431182583665798,12725
-6181896872220807587,7125
-7209035865640860843,45845
-8391568324756956780,7115
-8805498788071781038,1200
1333609471387238837,10109
2134399011527372671,2364
2370289229665402869,21820
3013504649131279285,20756
4226193027174072450,9676
6256482336080585002,24475
7381736728230806610,45174
7471018070405448833,23376
7685883338042144378,13825
806406116991237660,392
845158855968856306,13607
909198775657878643,1535
-281646627377570226,5713
-3087400873618597736,467
-3330323476786742225,8609
-4057875211194953815,25682
-4190984566721575832,12474
-6108819099507105863,231
-6618067203670837820,2964
-7272385690283931205,3268
-7453145274576038774,11274
1358356318389613288,13874
1579235100189740418,14314
2048189626817529331,16515
2909136060483678829,4030
2917707305855858037,414
3844916543289892273,1575
4735659831766225388,13603
5748213987060514840,25143
6006880049260131870,26683
6313521858556890842,3780
7742350297442422519,5092
8191642492837734839,2787
8271287766731157091,1125
8296537666170711377,1389
8313768332883868137,905
8508704958196782748,31140
9036209124532571382,17389
-6763273420833246984,27024
1423261667742045385,4883
-2187964642134859871,1950
-3206592419638730731,4760
-3837362306222624531,
-4081870295389855598,3848
-4564302442336760088,17452
-4648148566003992252,0
-5279202358978734562,
-5630831911037276478,
-5702631031471720939,3450
-5747855676324804766,
-5770223150992497425,21298
-7941922283575910598,
1026258061306789700,
2834108550247621912,
4097730471618803914,
4699447545938761211,
5353809710109432706,1749
5857773278541056481,25665
5915275066238756105,
6064631471833227622,
6588586032641813720,
7083411998524220356,
7407440705635637009,
8513501652637547591,
8740675161868952384,14148
-1845914822101634985,25242
-2318354152219081356,14462
-3039870519589655328,290380
-3122615760496055736,77225
-3455835257925507138,3736
-4351658740089939682,8885
-4780096826698765612,3364
-478886608764629744,6679
-5176128765879462220,34894
-5705388133482574365,71318
-5887192136799688216,15843
-8160577515760517963,21012
-8774111950448176222,4275
-8960139624640499644,5539
-9046377423390424376,68507
-905820482204995497,43147
1349742942740299581,13485
1435658016757507367,14868
2055908054405520701,107196
270417959533479932,12417
2906695356290514123,140190
3123036496514942049,15564
3435438453513689883,82816
3697509771004746228,41953
484737313719275010,37390
5381774536306609055,8536
5581625888737322108,6598
5906894418516148494,32916
5941631443240675506,12840
6239361142356768568,22801
6601225051458963511,8687
7065121014035245595,27856
7898477277649419654,28682
8142909387208849403,66451
975363902926804525,21862
-1104604974092029600,3923
-1374963669218824976,1775
-1495407023070656538,75
-1503572718455681658,600
-3160412593598740853,13975
-4342298382730160294,9333
-470169576516498786,2994
-4862347927406260458,69120
-4914296858475080140,2100
-5043702551702704416,17462
-6276573865819901144,1387
-6411378963316636954,21508
-749435606774117506,42207
-7645653249127438550,12237
-7875973369339925499,3889
-816458926262363849,5960
-8389079422406294108,5220
-9135753236287520747,419
-9167930256578858288,7350
2115755636737004294,14982
285687675276283905,19170
3617928435949400309,3764
6102422415954188760,33879
6119333720733854463,35577
6223670883338039225,38046
6863451956281683017,11048
800084504328666928,7366
8842865393508912404,3900
897975234303849233,25757
9003882903030042003,28860
-1316898496691139153,4124
-1669794018920955215,11660
-2097115159626592565,675
-2575493600015391129,3600
-2828501090171896817,5486
-3434072154041665117,1403
-6597075901012015514,5944
-6803699368975908334,6138
-7573483501006576774,43788
-7872169721611263590,9543
-7967693246375223837,2786
-8280030372865572574,1617
-8376825328256723947,5511
-8424006416246373134,5611
-8491136094320916647,20711
-852079397988883059,23176
1574856833365500057,150
1805011318558887121,10879
219143005996037577,2604
3365491320209901241,7010
359379137839608780,2660
3667778953913001344,450
3707814290506331201,310
4043215159991570733,15355
4179327810149100491,3624
5455344951386832098,9471
5939390143471217309,2328
6282220287327919357,63304
6848698251481480230,75
7037677775371719828,5805
7338248498448443195,15400
7378015691487523519,675
9000332190536074087,2880
902887321566179741,1575
2267251312513275091,70
3222626905002698762,32912
3984886518373794893,30650
-2985436350927578236,750
-3086196213658245658,600
-3628981512107591011,
-3849712841629690453,
-5005448532601487199,
-6822379632710113677,
-7165880704341471215,
-7469087369483427342,
-8094153080915581822,0
-8346569792615110668,1825
-8465805034750676713,
-8693178539033999998,
-931049633801897898,
-952402472403833907,
2107968851909787320,
2186052069905871307,
2928075777131125770,
3646333259128443869,102020
4489357344498366230,
7158195146717285845,
7288828834831989747,1399
7554945689500482391,
810885258992565090,
8231430894376414505,3550
8604633026528250592,
8941799995554948563,
-1651955666928692719,78407
-3046206807544526199,26095
-3382965904009280385,6644
-3487284418642916596,3673
-3612180013670455339,71703
-3613822822798339306,23049
-3648006983409644836,28295
-5367420432619702899,13800
-5891878984476139904,30367
-7110251341033813872,27855
-8272929808647654187,67220
-8316957706171123848,17937
-8728161747443075440,5535
-9124197195099906273,450
3239534483152506608,6212
386622073319067541,140972
4850630219142202301,26702
4952946137568802632,11425
5293995686847679909,23340
7131618932125509156,20971
7152016393882258101,45489
7336914591477452785,16574
8816263268419781994,81672
8912865997910256220,170237
-1071205332524791204,7080
-1513784272209862149,4108
-16258986273934483,26793
-1944306996009974919,10740
-1956989091793697237,9062
-2242298223436131502,1964
-3529243468969829852,48159
-3945283028801879192,9428
-4805149029087185749,2227
-4833035728784621228,24315
-4969044557854579991,13384
-5981137243559237084,7380
1624671397904551126,42978
3477151754123297065,73498
5257823260567920246,59145
5566327962443540134,5400
6007253885047014039,11954
6563022655357094385,58489
7198873610526501985,2550
7538273344322880021,63819
8107796381270258503,4477
8574478180133083005,32995
8684157083275926612,22207
8950665079562791872,1800
-1813093602513472649,4625
-1963764651339852725,2461
-2479426212671740737,510
-2916615408503775547,18560
-339880342932257533,21861
-3643666859857085198,1125
-3764603182837190415,8757
-3931181575353761391,7095
-4509858897869320569,10004
-4878582419286388591,5219
-5313248994750499533,6349
-7154748715426320028,25674
-8290845485155163729,15145
-8801723655858522992,11924
-9175926438747113712,11567
1864962796730567731,639
1876771549505439697,5940
3716333302416130010,5088
4327407816844376815,2661
4681167561406411854,8621
4927129857612368689,825
5452376282085484270,13520
6624721493639543251,91511
6688467119841570526,33988
677863190293627905,6810
8252698958739879748,3175
8494837607176787995,29908
8555690253917035341,22047
8942785647037043117,20603
9155804904933725337,2963
-5195357262045188776,27000
-8359925151778698565,20475
6821039967403509115,90
6881087423393842750,2149
-2266273156058624476,
-2432523775397457384,
-2459512240575063795,27938
-2586145575304067052,
-3810045237849297031,
-4094058867932447283,
-4503119713922778806,
-5094955475226623723,900
-5866329097470813000,
-6039593750748164448,
-6041124514179654596,
-6471779903415061251,
-7261075254428688576,20025
-7325905068642450038,
-7760114430304778763,10640
-8207116580182651104,11966
-8434872183346313473,225
1717550523082769272,
2041813850814390213,825
2564478163421753367,
2569862500176619891,
2597517124464046407,
2796120434297498470,
3071626260116980661,16370
3128217573638711712,
3904231357508068162,4350
4375529184815463241,8595
5587748148224836543,
7972830609488097592,
8962982137219846692,
-1300452659965738793,2985
-2250478604291827261,21364
-2291922901595995750,1239
-267492892402959166,18084
-2888717225292937680,10002
-2933636441950902989,21109
-308545468456702025,17301
-3438504881246570620,17187
-3749219998545636964,71251
-3756196501130950662,37578
-3906596323239071788,46545
-4130699969882718027,112140
-5511316958584617888,26805
-6793025345910588169,32629
-7377426432893964741,36355
-7470986909848416244,82596
-7659660581501108068,18695
-7747068270740423121,21845
-7943203533391524733,3791
-8436112515291226216,8561
-8734187544761351390,33704
1123063593231517802,2937
1225583064616247942,12755
1747281298824431607,63607
2927386654524912657,118528
3730020056010739006,23610
3953303664861828219,14968
4375438305854430253,105337
5795891691440179151,425
6855103386773023280,3867
8349851777586511253,20840
8524958350427392099,56782
9067112048102514937,12933
9162860882439962931,8643
-2611989849644349005,6158
-264060193771593950,39820
-27485941711825303,149
-357158034384622823,14257
-3707292257726269298,14637
-3877300120386844777,27755
-4145474600475057856,23458
-4244057141726823567,124537
-4339599276410361447,40525
-520172264879369431,40695
-5251160898441102256,17231
-5667828644785372756,15725
-6291233374048352859,25918
-6707293733193007420,16473
-8010929010634323332,52387
2595583614047360153,3488
2611951151052006843,2283
3432439242357080244,5909
3822008964345415757,28875
4881123139853158680,47827
6193766806666163150,40415
6754238263309754088,42085
7418514503456500554,15345
-1005944522841199189,9115
-1497548127424639408,75
-3193358277776954121,1076
-37424474802027338,665
-4396833762409664665,16936
-5442268389518506877,2287
-5627621603102651218,962
-6421443184342471866,4503
-7117144915516745368,20286
-7211429404897895456,3333
-7476497413926974393,29377
-7589185083646107295,75
-8654248158623853209,675
-875913190279025998,3375
1282915966599796728,11913
1464758113952715346,17331
2095988696683232005,5850
2798250317004595508,446
4277729011539581573,30696
4320049071448277797,13371
4358643495261922203,2700
5090392969912517137,3988
6454150156655996457,2442
6803030771694839232,1575
7495598787762854625,2835
7924315727019364032,1652
8296733250177883170,3285
950610312171757697,12129
980935724555020561,4233
-1020355799362345007,197157
-225099519040393875,449
-5765065510298779670,74
-9195282831824593182,36
6072949275482760072,146
7606992531842330336,32250
8770118887383193961,27000
-1440114266741057721,
-1728043116829959299,139
-224306395343977076,1275
-2401462278561183090,
-3614110033183771695,
-422866542707195552,
-4376509257891703935,
-4795426620420374175,
-5573292680888363300,11713
-6191786718585932639,
-7989017730073143591,6747
126349869162204987,600
2269503565229183646,
40067799380546438,
471689686094330938,
4912570552259340130,
6407650443876614463,15335
6860055609982371812,
704238891584134634,
7372887892872556410,
819298131421092506,
8232430586832591789,245
8333926219759445093,13207
-1196549982680476635,28935
-248157384146446751,62812
-2488598523933732092,27785
-27067734016627338,16216
-2862238995373706077,20708
-2954428265156485590,6953
-2979138956557009707,1800
-2997578880764120834,21366
-3561368573928896598,61917
-3693047301283823630,29299
-3852006755728289968,9565
-4089025830250391431,22523
-4452749688322683431,14672
-4485653612235199111,85788
-463501540783618642,24464
-4944140775844856428,14403
-5350919132197296917,34485
-6644475554862137968,17205
-7037322871239629020,13075
-7583647926812523225,26208
-7718263848523794835,16905
-7758302138357203034,34282
-7986138094834181621,19163
-8369062128156693948,43330
-8804035038295205208,30356
-9144487374205392000,28476
1183499567051214314,30734
1598339026359164761,34721
1611377760452802994,190937
1875607906311255905,324161
2116633909061576614,7378
3497129064736303594,11647
372212916937608481,43512
3860803610591228222,7331
4596775950287428774,8244
5262284849130357406,29876
5739207472658001290,1635
6572092359875493414,9132
6635854693525292275,10887
7227509168476199426,53922
7667705189967820350,68456
7797109359917487417,3189
8604238039504365953,69590
8630956395596494404,4333
8985003830731127908,19628
9032576667384685558,20446
9183144627529918885,72378
-1370626231159691563,45140
-1995293074696941132,53525
-2085431540153833132,18483
-2135051509793219189,130605
-2668380603813139220,21275
-4535742270367238525,1824
-5624512727745353471,38756
-5687972112417796489,20750
-5949394529122178842,60218
-6642818925128515652,6439
-7896831028832867024,167762
-804196373615646877,26148
-8142955699393214003,41831
-948057284762932816,11965
1591436270303235747,5475
2431261898215840062,24425
3958942627273023999,13605
45318658335100278,35979
5834207969715956836,10809
7810421157865867251,9207
8198222231255787263,53992
-1024894847361488749,424
-1260635168426412197,9519
-1403839138293769480,69306
-1569641092486326330,20643
-170803180565279408,5353
-1847769762549018383,2025
-19978817173096063,6522
-2909916361826373485,2472
-4121647224426930939,6728
-4302127342366938015,3172
-4396322997872747680,5775
-4450777204285396882,3495
-4902205449264316225,18750
-502136532108224158,6078
-6257494581941747912,6611
-6504608859534351456,19384
-6893824084670602404,3150
-7610884914432384149,9763
-8755848929160616534,444
1784637558385439520,32556
1960487852538008064,10480
203656978953616028,1575
3576926640431919665,13748
4337937434774278667,17669
4448061623048313810,1110
4756212358681013604,5763
4784581824207215658,49859
5048674876560656493,3150
5194925896952029624,2025
6053536975844426634,11985
6518725393655922835,2070
7125872841251900374,4956
7371271631375110430,27
7880064793699490995,2475
7916064098342810528,2248
7933538313375562524,1726
8080197296849205424,9133
8864501523824160452,29291
9183025380919564305,3148
930483920670420857,9233
-1502762606622771218,960
-1158429520953226248,
-1774678834291101956,
-2263996147314966628,
-284405238813001980,
-3667670539905077107,
-5125895001568526788,
-5695282886821760673,
-6036514974000635515,
-7223199035168207463,
-7964042103384822508,
-8017988676944150456,
-8031887970246750967,
-8315455759443081132,
1242751461887600432,
1346119323501030295,
1966653685086669034,
3121203835579569130,3450
341721100715028433,0
345283584675395285,
376896585787991660,1650
4036855826921002707,835
4408582340133787294,
4619463440705301524,19
5898607260306614623,
7707935955662313679,
8394936163399861930,0
-1955835170400312447,9788
-2947725296135911846,36469
-3191761296092744937,12376
-6077923187407412400,155559
-663411250617824303,6384
-6899436351542064363,23212
-6968684052039438925,17425
-7760358887711204223,71961
-8136167096147605349,116329
-8223082162661855684,20701
-8703209426781720262,27890
1432490220352417075,42196
3044804627685719404,9590
3151869335265818921,25192
3862057569442805545,21764
3980296311682609716,3045
510262536758225204,10922
5434852348212952652,117787
5498881528252005643,17816
5595681299878286283,23939
5672702723092719670,15135
5777730416509373484,9898
6022821126755685762,2863
6302408304282508503,108548
6359402042308610762,5136
695734724353710012,34626
7806794617166369459,2064
8169308907475564838,342782
819702936822895144,35566
9057603230025971894,4017
985517079428343641,86564
-1083216552925966899,2475
-1903996887042679170,16918
-27542644060046085,3159
-4386319667986651898,21271
-6564248374929331143,1350
-6824304491171956642,34566
-692728484831609763,36655
-8373460990491751947,24113
-8533684744730623747,10562
1643119166878517151,10288
1871012199868030868,349
201808023234040946,23482
311365476619019464,300
3329260492231922681,375
4157219829958230384,45
668309019831000065,151450
718683745005438365,25834
7489508163133623117,19793
8393794169895217386,15246
8556069701301902635,1275
9204030541739396755,19881
-1469518089666274859,6445
-1490442960173773592,5709
-2022819935714660656,8735
-2546859651742714189,10188
-3451973597494874983,6549
-3901746255499842497,16433
-3963789801110252982,4811
-5048661860261554569,900
-5085342872501125195,300
-5158869465551297320,2292
-6094658640263788662,4050
-7022165550991291482,10963
-7659963865656653791,9186
-7864098386604954287,1350
-827510126866450062,66137
1089048744765877806,12624
2411168983430114054,8640
3196699421010560343,25737
3651192031203002568,45624
5407541068695027328,32823
5525166255273772153,1578
6810646334116991435,2235
7178817750644429651,12946
7487897625640199767,13897
7674688200884356783,2925
8726148380523905982,5917
-5346033277605309582,4029
-9142081190246266483,525
4838146565636224805,4191
-1055795604842278772,
-2700745236308342138,
-2796377093243268893,
-4293999313614182820,
-4522662829087446705,
-5410418374187185268,
-6164557854290761926,
-7574640500070632409,
-808824837446733864,
-8184945472015075212,
-8882478321624762566,43565
1945996957231040152,
2163576049483459419,5206
4358614670422531942,
4750619864667694908,
5509358651276256551,
7162349000377860613,
8803552923901863897,
-1003932211595340651,5860
-1472622717092172388,12708
-1552882043452723203,107783
-241482343494335134,188392
-3389769096206164779,49010
-4802122576510559384,28206
-4816936057609004592,34429
-53879572217632185,8792
-5448837562762886231,47490
-600618244283136416,28166
-6049453906293335096,83968
-7234460150420311297,15483
-7666971347833102664,10953
-7728408102890834720,14525
-858297288582955654,29148
1292001912505339646,5293
3174337794073628213,11122
378987381381940551,12159
4690421382517294089,7947
4781384734389248835,300
4819128085196906141,24074
4891800212222595396,21288
5289612701935928904,3078
5521263107150060637,35948
6856248473151717425,4504
7523951515870942529,8000
7806150019034327426,225
8079530210096366935,47760
832253723178637237,4352
8370524247575291271,146787
-2027233451038997371,146858
-3226406340563648415,825
-4205477842422051748,20567
-4556554369085489963,11890
-5132003198512179474,11075
-5324164978522925842,32565
-5618672522878212748,114708
-5949724541060754665,35531
-6421024910313389898,104828
-7345927541414151907,5665
-7461252716142028023,22600
-7678062189158743317,8684
-8401031238227625128,29325
2062653312651241980,31291
2064121685788865299,14595
2877403510322607572,116779
2944823742945352897,52948
298096529587418697,28950
3645041459371438917,16050
4301205160292461486,11152
5687301599303164054,4110
5926079206157669708,5585
6770029199470354353,51873
8544544459704312206,10649
8598328535454242744,975
8674779443630255888,9212
8701716495876264654,1200
-1479459176786901321,22478
-1629884161577929075,375
-255178400338843377,37070
-2781392577253946297,7911
-33546549222923987,2775
-3524243676311993398,600
-4378692871367046956,2716
-4642164780856243875,7075
-4772451091889522544,11210
-5376378410438566792,6139
-5422067100772722434,4750
-5935819602838692495,9144
-6708423890391185013,1507
-6826176149066921005,13177
-7028274393617408316,25306
-7332678805741351722,2250
-80268716670293813,14603
-8237827407586147788,4255
-8461885604613661352,2025
1306749633773304880,2020
3100529003787103103,9787
3503727617376829337,1185
3750900313004643674,2250
5149674536362760591,2325
6059262456152994130,24217
6160873038519378309,8899
8885769735136149231,828
-4220068434457012118,32745
-6725570360168088839,27750
1993583646946679448,4424
-1869086475428893218,
-3824488488215643304,
-3861209314960017455,8664
-468128283616414120,
-4959017946569817445,
-5162974213236026409,1800
-6269739371725355055,
-7802745643543203290,
-7951915256001109178,
-8449918064141897528,
-8985153931256757477,25846
-9140175608995795713,
-9194787325158960382,
-937745887064460748,
