user_primary_key,point_2015
-952782406000124803,
2078881414321825660,
3307163938588839239,
3480441995641753553,2179
3578248094063249966,
3631735096016657207,
4363988941227305412,
4755257822433755079,
4775552502268479145,7225
5331795343037779638,4800
5787946446806273005,
6201304821801989514,
6610705448413740778,
7826716653811300666,
8102185508964037600,
-2485667090454096183,25714
-2554348364803736435,4355
-2776516134915829405,33598
-301386694888019639,9619
-3334007909292060238,11830
-3564191106901189559,4691
-3637288317107599362,6302
-4114246692385388692,21509
-4747182385467407542,14864
-5626936087624906275,67607
-6016656252866227542,7477
-6726789426035481110,87125
-6762652945197738091,15263
-6809588204951385245,79029
-7238085106561713413,61357
-7813527977811550603,38223
-7887132291074775085,16053
-827287256346642063,49154
-8845926266476640251,2688
-9100756137395969187,68326
-9147722721876040418,35241
1430512926361598477,15497
1709886849886558459,73772
1957136107251831320,0
2579261260726032753,12675
2581813028814204795,16581
4533271685050916462,5548
4842754742631838097,27214
5138805470402780285,20054
5140366808987411018,28315
5592349364381703007,9957
6965510731339698031,84160
7425300650169022756,106124
776074173892850003,32486
7891763502233237704,31046
8455806903151787797,107198
8717363941853327304,15746
-1538062434563405963,26622
-2842390630898128735,29678
-3407479200414335769,25571
-3719143872640345990,129928
-4719486146337927072,0
-5155672708294548205,7859
-5921302139900042215,23613
-6222080917915371621,113954
-6711401759420686113,263665
-7684857417356001143,20808
-7964412036574575924,3720
-8687055718212142267,25157
-9138484441434336476,25282
1787192945649030685,28497
2443029917922886158,2384
2731984775770578939,32135
2749238190352389940,2430
3639993840861847167,4342
502860560565775884,5324
5560477076146866572,26801
7356951141436767566,675
8050461795596138888,78920
8263348824459901223,14638
9066631597086867920,4867
-2146850206890339483,1600
-2940387004771652378,1650
-3054559985176619231,10767
-3662610116117316175,5820
-5120962388229067601,18909
-5393975402515186571,5383
-5531576488954441088,402
-6345356027135267724,1600
-6636376646312420213,2334
-8826860079514174250,1936
-8915903648577304234,7721
1824920086463576030,14216
2330432207535182212,3840
2583258459260813916,3568
2919514288504123750,8322
3019038759488270100,42701
3942395940643262541,12473
4509627452291451215,5504
5214593079596291348,3789
6504457122694081762,300
6666196503244842097,1164
7192425022201376277,1575
7830670678121061718,2605
8038789145731737184,450
9155836262482771079,1220
9201804800191072332,28726
5825114477512292659,14388
-1431745374919160186,825
-1444130703556502172,
-3442403379046396381,
-3667517301100455501,
-4337023599435726920,
-4577624970651004554,
-4675595905026313459,
-4953091013315800449,
-5145100283256103807,
-5337262432183990372,
-6034833810111889389,
-604404968652794912,
-6183607135018614505,
-8006254980062913979,
-8549842158086830862,
-9007757985689510354,
-925188296830983752,
3059941918152613830,29051
4497657297986094691,5325
4747227535105547750,
5187910012374713008,
5705287455791848732,13395
6099963851487366397,
6334855395636987469,
6900050183753867464,6150
7436629775965047906,
7646877416657892676,
8538263727508629597,
8879434713443393088,
912180556468342497,
-2203518001997962560,13880
-2887823894104297917,5891
-3199408369345768680,3609
-344248767350672814,1992
-37250022274562354,2712
-4498123247732841891,3912
-597769480657351065,11502
-6036132741396476602,54750
-6684321988633401712,14322
-7018925089702650437,14102
-761250117133425457,5649
-8073043165267161528,165065
-8664961312976864595,9373
-8971907806065006845,22900
1863214396449638890,28983
2239415628933796961,28480
2787520449865592907,26672
2851012845995134352,125779
3098182940485619018,136720
3216978985262591140,475
3266535969813574703,56624
3742023912897702869,14931
4511477461235066697,9960
4762056756342596639,75428
4830817993393283826,44226
5457449961857395852,1788
6190340607235733811,41920
6394590744204336977,15262
6493936546946976660,16538
7576791631018620679,22887
7634575038360545091,32739
7751783080129758030,242641
8191636129593496558,22322
-1055267780325577624,7002
-2099024675895830928,27789
-2556344502879562855,9991
-2893297294675311898,44466
-3980880038837744851,20450
-4113534862684424206,35237
-4552605320121490134,924
-6181069393555025401,38765
-6743905205972519613,40558
-7724858700237289120,151875
3793528667239130896,714
4725326823475913299,2510
4945322367144571324,22044
6176128750191352234,4116
6628391793207911450,9975
8716886172422386300,1170
-1437454343881225081,13660
-1997232250695043504,1841
-2332489735926627983,2980
-3028387103603434296,10710
-3388113143079143570,1406
-407876752852023581,3798
-5686221788695047847,583
-5695180153667951694,26767
-5976419337438551023,8441
-7226659389606672590,1040
-7852674047742325718,75
15000188089937296,13480
1507357694285592029,911
1586286856006202743,75
1874064406289220135,16654
3171862961596248322,3191
3389463416446914517,1770
346842171098335976,41292
4366547341809972410,52936
4380848059896309589,1431
4679766772640560371,6986
4808612731555607622,5160
5024345917145299415,62594
5878283276281951022,15526
6423268376519384387,10622
692055015361907273,2761
8068781496395683125,3112
850529125269238342,13515
878805431583569712,10383
-1143216368564452568,
-1615497298464248049,
-201156387909222345,
-244178317668084936,7922
-3125938331509025706,6825
-3390070798783783964,
-3566001869285797906,0
-4044125589084361404,
-4059181350721650241,
-5522324438529253841,
-5576996848464644376,
-638313831985349433,
-7699162446206757628,
-895824513582822618,
-9156814560375615822,
2184251237819808143,
2712184004620159644,1050
3215604426321026198,
4957944921277955751,
538331555979757549,
5594532803926866950,3228
5884737105792625309,
6045065286686116429,
6788352481308267787,4211
6827013340802783438,
8109427192835868125,
-1668445809644922409,361119
-1857330163720829935,21186
-2044206649131662644,2414
-2352922237349720209,72673
-2794647975260655769,7661
-2994424534967343792,35203
-3014676725036632378,46137
-3150658492025619535,113083
-3738583622384423053,47782
-4552319384296515256,9107
-5412891094072712005,1014
-6093913195241380454,19219
-6151987207091937575,24726
-6432746661879687692,15403
-6545746960292560706,25718
-6561870580173191907,41193
-7610298731500640183,18637
-8260600389177523488,23001
-8844223783731989078,8840
-9022094358635913433,18659
1051864645571464997,149311
2428275003492393831,69021
2827001568372986029,21607
2828725425768837417,45839
3212569645369413742,63626
342177641050689555,10928
3696657144074411059,11040
3934358224138971759,14091
419967628717047948,8679
4216725569777838260,20628
438972468779921228,98931
459892511390277660,81573
4769300295602142865,15060
4774079089191585332,600
5434485178643160017,48294
5469734971746481142,29594
5785380561062098672,36108
6395479960901306113,57330
7070890293867220181,70141
7135182770012384976,17977
831199228910717698,6241
8413633360464270200,14945
-4035171203912808081,463
-4690725591925774394,5418
-4849666422745671932,943
-7567057960738706977,6075
-8184556073841966844,20905
-8951759028425615640,9623
1546810779577672698,13493
1855359991325751547,24203
21406044545012022,24133
3096621810919800630,47168
3310176024888935738,31549
3369641157773258867,49884
3663867489107576249,13694
4836228119930755969,6621
4876148612859398585,50650
5442654065132206350,56140
6927858381465618331,752
7335015648063751715,18195
7367346451964916591,6343
8018165039166812403,5072
8188132337467422358,20538
8282395616614653106,825
8612831311680005964,14528
8620042170519620219,21959
-2661637752828780921,4215
-4584505233719886191,11085
-5129692523134700364,3391
-5544700494719659260,10723
-5661697339903792951,0
-5753639294947913642,67809
-6326687865487772679,3660
-680335326169507447,4523
-7046913127706467855,19502
-7082076701351354400,14237
-7247370909391507327,6099
-7518147327158392337,4256
1075867221975503090,3450
2160494324954991272,5108
2223552411609950848,6441
2226191865670350685,2251
332443726482874316,900
3368414654349191204,9515
4205579858726704809,4077
4879226675401595408,39357
5493227238637238194,0
5942280455199392701,1140
6044757221534407824,1725
6136829658602460389,900
6186350977503019467,10390
6282903275755764136,32725
7995476764188147050,37678
924059098961803448,900
-1392326394923002112,
-2391988703813807936,1875
-4067235687890395071,
-5002137909467351791,10970
-5920404202331756330,47670
-6991317559356122192,
-7719252157967222531,
-7788086368373657844,
1123991138402042608,
2449972815526338957,
2916482910360658036,10424
4272904536173553668,
4455511036755488542,
4639247255076000890,
5816181168068406649,
6086765545856488449,
6235139217045464062,
6401258680619475825,
6530541279460296855,9985
6691822013939206216,
6728581409573346819,
7096987705228026298,
8314566140424620229,
8651205962127183324,7029
-1463339338528289744,63973
-2133960056943532164,13466
-254804858121501243,2417
-2727398989908744240,25576
-2880197085840908193,4689
-4075640571682756213,9537
-4373276426712962253,2250
-4412797635090972235,3459
-461893027859300490,86421
-5021576467486136395,25362
-6301558592974560868,16932
-7279998282298636070,13847
-7309769102671838789,10745
-7682195417362301475,21384
-785102355616389632,24401
1394760726368129000,14757
1439249151666588017,96517
2001469471317095219,1750
2501651871036183811,43767
2775889113367329112,93861
2986697566636528365,32140
3225101496908943354,33581
3818357156868746474,21046
404147109368275605,18570
4051020257524815263,18187
4226759228309255894,26971
4682904884289633681,10430
4712585703713433235,6961
5069394723819632461,10233
6230434044267545406,15610
6441732929821891114,25970
6885311205895672558,19554
7142470480151358643,10487
7162292429828934851,13977
7186054874796524288,2325
7452476608011438216,375
7732150133405428433,42824
8406260574960685815,16045
8420335808606146273,23519
8576321939506695710,51751
9160005849953629143,64953
-1304623455336996977,4800
-2560530709618936691,38447
-2772245853157726844,4185
-3620408792536998825,40995
-7292676505014954150,12525
-9103094274719288303,60378
1264937851131636563,3300
3453527292070585309,26500
4649076739484437268,7680
6453281560980033533,34074
6470670502748235120,2220
6706542496084847473,27682
6711649764458626510,6371
6920258530754000415,19180
7274637354761100872,2813
9018368218241702807,4859
-1160268702629288931,1874
-1590249445646675436,14875
-3239017210578668907,35684
-3975761887717148130,450
-4598733344794276335,3964
-5064830010864120086,1964
-5780677159816923457,19125
-5950013097773866410,4209
-5998499897738785456,45257
-6667968649258598488,825
-6875838081040650425,955
-7203343738250731426,3263
-805970701032238246,11100
-8117841013920437094,26199
-8479235531926255503,302
-8801048645093158891,42563
2888893382943972454,39906
3562546824082013332,2150
395070481315560847,789
5755647749328725221,2943
6070846075980934884,817
6451163945218484662,9375
6773118848473709067,1968
7344900141119834045,8758
74861494981478937,4764
7958067749773166626,33596
8679853348083857748,3024
906515577342429259,20824
-1439876180974631439,27000
-8409525941033677618,2192
147790135465117669,27000
-2116868985708748955,
-2176755051780157154,
-2651531037653643766,10499
-3941752068945083137,
-5012310706001199426,
-6038504881070953427,2222
-6218178381322929103,872
-6988344173291827688,
-7530792937495751386,
-7572061368940385628,
-81375853111534422,9336
-8558353766579630247,3475
-8620449087812366220,
-8982358879484631507,
2296318962452908404,
2822695998949869012,
4170111292647924530,
4414753816192938479,
5355540458851717586,
6487983852241386733,
7369998858452223099,
96198194442290549,
-2240723241408424146,62348
-25415496932265697,4952
-2569349850231836507,5130
-2624043240259882547,48648
-2644408713010376278,25689
-3623060390572749020,5523
-3639761578170233666,78833
-5552724261623999392,19740
-5669004557828672014,414
-5891768596189436881,28578
-71556332049584571,60567
-825823107590192004,2964
153133302595375711,22173
156847139173645817,789
2343421827331246680,32174
3678042232571665156,589
4448507774041321780,23892
5425715768930311044,2678
5642869308100382237,25213
5893506909156943853,9072
7083532923902347874,1939
8036662815402140505,10090
8132279208130270521,9298
8849775494283008821,39620
-4327216404412847734,2992
-4413040349076931918,11310
-4480542032571695373,150
-4603638493588103788,10215
-7083933536367084111,52339
-7282687198736059709,71909
-7457269621027765836,6695
-94391398440529637,5826
1090629049690061569,6402
2231371150226235528,4834
3729564614088142195,3345
3752994060978682585,4005
5751007461593145566,87882
7419425426625208547,7033
846707003903066907,8131
9023663726385178829,95
-1773835954155248400,18687
-2288384941674000433,8310
-2340385940498872761,777
-2969578333098519262,10815
-3299871910222119826,807
-3620730655020350975,4189
-4160370060239885121,37097
-5053755739381183155,4302
-5681333854479122672,166
-6056263072246678595,13914
-6587652402855621220,75
-675884192422185273,7202
-6808706495326493964,14896
-8626948822493771864,1764
-8948513610714574080,5005
1241036383330446726,5156
1618524695284135884,7897
1944600563748829280,12358
2917361184973827233,9543
3961759785293591283,22217
4011505531520239497,2514
4377634174584420268,8414
4670957620601044562,51694
5571618569560398230,31333
6490039081677690661,84482
7072847776590781864,1159
7880705301617066744,6384
8834281018880093176,16393
6650067749292422959,109
-1435609824870922704,17970
-215567876430109874,3627
-2614065616703564361,
-4002754877043795996,0
-4537611439976865427,
-5141248227542144309,5004
-5152561616590569793,16490
-5397028779075923691,
-5805325060377080794,825
-5847759861784736119,12408
-6065198876135734571,
-6268979516731446785,
-6494814637337904719,
-8503883149512881085,
-971198326105708522,
1352694618049058292,28846
1524139539034638017,
3588142683244445868,9525
3936726913552880584,
4652163703110081245,
8355422210525684140,2250
-1419558655200310691,8067
-2810853103643126443,85361
-3189023734787404780,1239
-3967278675682971594,27610
-4959322719249280362,53628
-5973392073472081648,11456
-6388867061330993599,24402
-6500528778928789616,60558
-7716569959531091157,19105
-7861665744736351234,25339
-7972797202408390893,1444
-8561201729771660378,25079
-8749380142155503721,25346
-8756797344469479839,103435
1122424930670744076,11715
1277592220721028677,9750
2341479443589205915,29575
3966196219844302350,13558
4028388964064538635,34382
502127647260511513,42417
513342162884387638,32892
6111738765853893067,18806
6235916009447800951,414
6241143118938850998,3150
6972311167679232243,10644
7019837407791498509,110271
7028135277399970349,20938
7850664452853701282,9291
8109593398124664182,11783
8515389475118456961,63802
-1620679801754988989,54670
-221376684486224928,3102
-2711662735612807606,2104
-2871247427010155797,2216
-341163269411448532,21360
-3737700250302328526,15825
-5936059027139483430,6300
-609136088564350485,62265
-63464987135785140,12496
-650146770376071961,5100
-6977472132027463532,4713
-7405710050746949866,2653
-8373193980459349424,16299
-8995038678603151898,3475
1054092454552867031,27232
1428706027900926525,27707
259832082696711864,10085
2721665356408648350,7775
4248038843304512118,162583
6820458940539378753,7401
7152696774608329350,32388
7611472883469679399,7125
7882869797050120877,75
-1637713059279928142,11693
-2573448422598859680,898
-2928732891824852357,31238
-3110675774968534152,3323
-410650692864137017,8589
-4443064969603715686,15742
-4477969636411767883,36478
-5334958955800755195,25816
-5352739085049217100,40096
-5563531163971342245,11049
-5611573228860741777,4900
-5655309368051365982,8159
-5879722174953852954,4143
-6400518032547989415,1265
-7191240271566952685,30419
2619563776645490470,225
3454015002579121533,675
3638812602350320703,28368
4496744507849049890,3330
457190505320163262,5838
5347847938130684374,6087
-1211899791464410880,750
-2014136666169524167,538
-4998323467268239227,26
9053415616436159444,577
-1289384783833916778,
-1403158450558673755,
-1896194954817006463,
-2012647192166869131,
-389903497534173116,3895
-4623221003114095348,
-5396684954118365304,4500
-7039495732427313182,
-7928747609383031826,
-8244714610255893603,
-8763783436455614302,
-8824604495422962265,
-8828591309833709591,750
1325507627523817017,14645
2157106591077039120,
2860209828714500602,
3240243717510680646,119
4075726928578791678,
5350333829208303920,1350
7017984502639043799,
747149321234285778,
7886811105741195052,
8924832220558216823,
-1538647850051527644,7147
-1677139902948161726,3150
-266058983725362640,5367
-2707740335387734333,44690
-2923697478394931456,21447
-3068925699973702860,7609
-3121324435532018635,11347
-325589763903813693,10963
-3334649608635403374,39229
-36165251800930799,22197
-3754977763845203201,587
-430520412692798362,141669
-5004027348784051979,37363
-5900353638160766292,17605
-6687151954435121947,21313
-7316973514587074835,9964
-7604178652869327949,19542
-7992754324802295848,75
-8111504554100738924,37609
-8193083910105932712,6804
-8635251884265658201,22714
-8768263048956513198,26148
-9111507515239678993,30181
2398472496404272465,409
2962758603204722739,4678
3151322614330707024,122652
4617259972481606941,91985
4701573560452821757,1725
5874698733388159978,77235
6106283780318645537,29526
643879525143231803,14377
7245949784913685315,23313
8231224945649514267,39793
-2358928762249229248,33174
-2527883211219158446,5085
-2946416392340412208,27440
-3187589050281016804,96080
-3704939531771375238,1575
-4935250011029512105,20583
-5132026664097092391,17714
-5391414453061470759,5580
-5525031712645767949,40397
-6081420292218074431,18068
-613958628089678157,3160
-6194162946106537713,8119
-6650082912515202236,15484
-7164238806887424374,5874
-7233853381717792961,5869
-8554070004938515223,18475
2405901002746311359,5759
2572841475616013298,7350
2931891185175330527,17966
3006819137221471334,106607
4999305654035955065,42098
5013492556049248968,57393
5304944810055380686,22242
8565442718634904633,30080
8920951906561564695,38097
-2048621284461081026,1852
-2143045166646064191,5377
-3949329356990328692,2820
-3999174533580609055,13619
-5327415571930004826,6126
-5465141247999533596,889
-7790467204777697499,900
-8365797729481333210,4275
-8890872009820566601,29377
1624855012317943229,7752
1956266010369481168,86
2228461626054372858,4527
2553852385058762694,7514
2689991238279545867,4245
2767728311824777558,21823
300691689335524231,31948
3158017418378311709,5271
3917094287827439651,4275
4849136245110608017,1800
5871762120818204728,50528
5936114133212788941,6772
6385766669838397259,3935
8119075964114715921,3189
8593568066788931582,575
9002872024638834467,31351
970084319480444565,6804
-447276837136987548,1002
-5126431028081444178,779
-6348139771613864832,27750
-147763299245932324,8105
-3898523610361677457,
-4635349977798980580,
-555258481936570497,
-5582871018959367117,
-6173207840592350237,750
-6589324699440480353,16425
-8845046029879274869,
-8990689950723323064,9549
1199972414681226354,4650
1296524628527304478,
1643201671271600203,
3263766026999378174,
3314333705902849482,10278
4420631703416671203,
4536994237322353626,
4781020272674244791,
5898464496799928853,
7653699802739136780,
7675048740858821661,
7885123221113635153,
8031396030422634876,
8552886996707005767,
8811975650907239287,
8916237479925050678,
-1503943177583659338,9611
-1913110899645664811,38533
-1917880718871670012,239418
-2066539257112285372,26880
-2376817954090731813,11313
-3434385188510365343,75
-3938017771178433403,1675
-3992668642031266163,16848
-4080239822300164340,61702
-5267591442547546203,20091
-6573262406260658363,34698
-7272530119148944709,30323
-7623377245799640196,21624
-7646414313064825257,28689
-7997826027981720543,26866
-8168413812265281334,48761
-833815200790384030,29999
-8916931764538074662,61462
-8971208101752837896,27598
-9007424003433246718,34943
-913146440145518440,27197
1854009716758626954,66188
2064083933451308731,13681
2170909088197149727,10496
2249510927173893283,20785
2538720363463940684,14641
2828223120641542355,3825
4130429115731000881,1575
4324542990369879421,14821
5147343168549552352,4578
543339906944888189,40408
6848753945844613105,20339
721602159280281929,5328
7493732743727047883,17570
7593642441170400577,8094
8028022988400946165,42415
-1700968648465923517,21130
-2779891593534701166,371157
-3721115969808287684,55427
-4066878994559312392,28136
-4191359336537979773,6875
-6026938804854655069,17688
-622374040393984893,5700
-9206400546562836505,5110
2046420873433342709,15556
2293411577511643301,8582
3086168650451230207,51095
3890599760031825385,4907
4155110553892992876,7028
6058349202309967847,38435
6709577828048903660,50773
7204874897091967973,130009
7779261116080464423,29755
7819739262574383513,42590
9002631850464061611,9377
-1325199469009188897,11898
-151230402297234143,1136
-2855348256622261644,2967
-2865803920568977711,54470
-2883534249472301920,3750
-3642771232038147738,8415
-4639089739655606394,48785
-4667743268485683644,17613
-4817085420459109301,4047
-5736482879171861124,5146
-6663829688744735002,15948
-7483608183791450423,12435
-87657348452766205,16162
-8990235405826117138,1125
-988106126178639525,750
1080720692217481599,3201
1337484790298751765,15191
1548668363041024132,9422
1975434477655951664,15927
2637460082660890896,8083
2928971964627949520,6220
3238316005630585217,4343
5045571218120090954,225
510240090710908412,3222
6110908684781309576,15180
8208164968475636683,75
8698399879172472195,1639
9218829341967863513,5376
8980936383629488730,930
-1108858467418707929,
-1552827962295406544,14273
-2092944199631388596,
-2128275004347474453,
-2141530869180312330,
-3989861421609393287,
-4816506715690046011,156
-5361757952823825742,3529
-5525405992632745555,
-5807777342952640780,10811
-6080403811382414297,
-6466677228622203308,42055
-8244732922462082917,
-836146139068872623,
1341737427709536371,
3254370738778073860,
4004699724746521970,
46956031874665316,
5430160659186263623,
6334441713164672839,
650694190371402656,
7506814840875328906,
7718413332796850727,
-1399789407845349693,13065
-2103860309880832998,77100
-2185677373915566814,29292
-2279837599088069279,20356
-3027015660721161130,66241
-3359500338559331116,80250
-3551513633606082915,12543
-3634422569377913559,33837
-4966712675047406690,87727
-602350256501823253,23987
-6276726362420480725,3437
-6543184711083318463,22397
-6716130298740509794,21823
-7805494569780376255,63565
-8262329355200716443,16233
-8580668247219260788,7986
-8666228482456437007,4990
-8845299008186845620,3089
-8906780738440254749,57366
-9060533310415689227,17902
-9067290531334690509,33880
-948902232048937837,1125
1039676660286008117,15749
1654620822672933482,89933
2065256952606855973,43934
2914426075422586809,25984
3065734838659932550,60062
3128725391605086550,70341
3245477414669444636,17864
3344321665109470531,15893
3520605831574188915,6730
4185638022122581447,94662
4711140019374072197,8150
5209619075917923372,6336
5617182419854171181,35682
5684981570486363601,303526
7030943468659484281,34213
7065293600500218299,19307
7395426614753739911,107808
7686736519869909186,15817
8208660539798506625,22287
8284498221870110148,7379
8468067185121159975,22706
8671380934949407987,162854
8905630225037643713,35775
983061344180585903,6531
-1068081364122979219,6785
-1255942791329323652,825
-2171821579489923554,22621
-2376469532377205573,24955
-294276740237341984,19420
-3249479127740665257,5037
-3401284254564610906,17178
-3460684724523131195,1098
-3821052243157600216,5475
-4603163917259522100,7665
-6386137500335956720,46577
-6880272782026888001,65101
-7586600185822910493,33758
2078074173065762247,19025
4149764880104012275,11778
5739448690210951914,6289
6093249353475798975,24404
8005399801212862697,9150
8774103728021623293,11460
-1457496236670873065,3199
-243293178649504690,2162
-2440976749596345388,60
-2584471990061845666,15309
-2971019645450460146,20085
-3568793215036650561,14056
-4282905196914961847,11244
-4444589515420043011,8823
-4537776088779597095,1800
-5503573893086385907,414
-5512291750936198263,2925
-5519825341037966108,15196
-6333830158263610036,30712
-662838049051715292,18336
-6654267191657536065,74593
-6729217175852596936,4275
-6762955573249095170,7773
-6768548123448997467,2459
-8170474459199434814,11466
-8656099676056490123,8131
-9037525876764229330,1164
1044830404330174241,300
3924791514866802555,2875
5081879601636160719,11345
5305210032288037477,3213
6001477795871571757,12159
6303526467006056242,1045
7097563614614253783,19001
7666975098456609587,6587
8638799509333165687,670
9084815398480465272,450
-1357612174230985240,349
-167782741138569996,
-1982459396263690941,
-2026867449667499390,
-2472562881495148724,3395
-4745968036301716858,
1359146451716380809,
2591054226938639836,
2781123250974574457,
2865752647341041811,1950
370323150368364866,
4122419990069746300,2550
5789785592734298387,19159
7249225662537100491,
7584050419168332267,5945
8669131126425179359,11903
8704144186880730742,
9194388675460201227,2400
-2201596479219420794,59813
-266416995487740115,6155
-2688480845180191029,156501
-4029191876834332644,14618
-479738775642439645,10170
-5403054629477080056,9976
-5639355240709362652,8665
-5845922051733786633,10488
-6052499348836620287,68020
-6072101281980417620,16780
-665549797090540476,2537
-6745679087725569878,147231
-6911230446762819022,44872
-6970280509077150473,15034
-7132792281254021178,61333
-7744562337622689561,66254
-8136356496523877842,55924
-8368016452554224611,4614
-8870457095300688025,13736
1259675604293243417,15362
2055209837979787829,7827
2682257704379643016,11615
2715637245403232456,20206
3723087046230126216,17895
3939980394644506692,18320
3947149873205548249,35885
5015274953215746490,1914
545845049430637930,8855
5586573920415306026,2031
6196212160955495550,7564
7338388286584296417,9274
7393355031006167704,81018
739646823180030302,14607
811825930603915449,33090
8369748062763219008,14716
8442423666500874589,12781
-1634979716593435253,940
-2402563562060924747,150
-5382445133656067803,11421
-7327270958842164164,12917
-9080551408487684367,9900
133249346781410313,56851
1636397907788990684,2025
4426635705544066811,15594
586077079622405301,26545
8592538068007049452,39060
8824585319894443527,20465
-1056087100917741613,5802
-1899415945636211570,5767
-1958197350161361333,34304
-2437051575454056179,5401
-2665308279870280324,625
-2809205707251726563,3398
-3505653291231728328,3339
-3675039295506518120,42468
-3867706394559747354,4386
-4310611520957134965,41635
-4820363435030219618,931
-531537517538674236,1800
-6226509108307394373,12981
-7025810406887293387,2448
1144042000310184708,1431
2797658070567444194,5374
3494080872363321612,1464
3702480299331101127,19784
5102838603423064483,50546
5181329350989738768,14384
6530189325089586095,2025
6695153147943746616,7839
7923008669549935865,10800
8348927411618210766,12276
8962534966686184075,28114
-6898925897534701340,691
-7039606912182942420,4500
1385034365850439455,33750
-1055307427485026893,6375
-1256374053891620664,
-2092672127462462130,4875
-2212737034644794754,
-3641646377665928479,10955
-3939403415808592958,8375
-5873007083963417757,
-6371697650048238393,
-6470925390176147999,
-6658178072738234882,
-7512540365147024645,
-7654398773407541097,6900
-8266628836093677433,
-842450399673938683,
1148228501209078501,
4282793982720237400,4354
5545004406744059852,
5615713798324684461,5550
571665268241814430,1725
6044446239167281467,0
6260543650804185227,
6719099573444068429,
8826759033468775284,
-1111959984454655666,16119
-1386444757579905877,9639
-1855617704359143548,11929
-2048138743306436402,57621
-2275341832594246376,9685
-240097391338009312,3947
-3540838823310268062,31149
-3772731765416226473,48517
-4252846543908120142,9944
-4427144673129030012,36513
-5053456602042659245,38629
-5363454300536657390,38454
-58505417434322320,37022
-7520375110143426239,85981
-80162465412283235,7930
-8018153038644898715,12387
-8061481472254912296,91186
-8173976510424160509,25912
1145968384086576715,107058
1377218356350048048,4470
1829356706388462366,52563
198349272051878913,20987
2224139797114401297,8100
224984572539139822,10838
3357899146917395888,42907
3689936429590457575,2974
3997260388495279050,70610
4142575685184121279,9260
4211426742149094494,20247
5392480470601120732,51098
5866581068935273953,40200
6966218289951658719,15094
7607942509760586046,36124
7671860381131100097,27695
812394131055264874,132869
8447087457718761361,72849
8592678750609034366,3985
9137099168688079141,28486
-1014327725909970389,825
-251011355926593397,6836
-3040819722033915654,26698
-3165820103758431727,3901
-3900763971096916940,28124
-589695812906194360,16479
-5975538565790288413,10950
-7907420146148862655,51228
-7942728878707877146,26626
-8129228341036592332,32725
-8344003298162026483,10080
1534810836568424890,1770
3633627438642451450,23589
4450792375359358972,12975
5212834896808646362,67144
6646604761949218249,44619
68790611150059583,8028
6980803696159165433,1870
7590217705344865153,1035
8229680691886428244,3425
-2723159167282521082,0
-2994155376384702216,1770
-3671982554289838482,8723
-4230014714017811803,1228
-5864732893662571337,14133
-6413184869302371671,14145
-7212012918303133042,16498
-7421959961468474705,5656
-7936268119395041564,2556
-8054119226639721878,75
-8237860519936025284,4156
-8444413287223912308,414
-8492096405532212897,4254
-9186180143806036212,1560
1045030728336062625,2028
210084633335253771,21881
2151359065183797095,12005
2634613317006783202,5429
2637028676604041286,2458
3054852149138717261,2044
3077216882947829781,5864
3352324670718852185,15766
3414509970353077240,1496
3759963345560295521,5889
4365158014683312549,9377
4378808611160341486,12427
44720663456599977,15950
5108858396128509386,26101
6115541106000154380,10097
6712580709197435179,1800
6815422218867210264,3749
7113651625382973680,2492
-4934492398972309951,997
7371614484067657895,165
-1408293586667882221,
-1515080554835408280,1500
-2342818134249082653,
-3209929583826827371,19112
-5190105602060375036,
-5470306812346464974,
-7607130622648871014,
-815940671610561975,
-8394370025858721707,
-964560477628000972,9890
3306740401194862555,
3835755635161481142,825
39287674969494354,
3953641915677164539,
4656391722997711875,1650
4894616152529305810,
7255402073644870318,
7332526815791503065,
7458958287529912837,6192
7559927091458269151,
8410773567383546168,
-1213741298761689743,107019
-1499842094581794999,177250
-2488030451945419552,377758
-249572928732999663,18171
-2753032401976259073,4503
-3152290777145043080,14910
-4217263289972740012,66829
-4940122963249741366,9017
-4962330829366158369,8478
-5092025488173370645,59604
-5802466800749094457,18429
-6196493292490320332,11023
-7024464397795908095,50646
-7855487102298700548,19192
-808096880449327718,9162
1002319012075970405,2283
1309796926860782546,16317
2331619364892291533,49460
2452522536309219642,8790
2534856445013411954,32014
2964665624941661160,3373
3261630208620813050,21627
3331826515705983549,31512
350419225059068756,22736
428396331016841222,68418
4607520027824727368,25658
5189959723076909860,49155
5248761607133425158,0
6055748559455168450,18632
6303328899665851266,5529
6723649741250709609,14788
7577103095185629298,7879
768608057254615809,27990
8243282164940100980,1128443
830147920899046872,9674
8803385504658292047,13437
8981973465862374335,34969
-1774431718372440847,10982
-2127858041305710619,12283
-2320187617399390509,29435
-2465051002554856437,9586
-4735440332459954948,94366
-6304479961432209911,42870
-8763944568428122020,54650
275834601546621500,27758
2959677860741372883,13649
3165425569941893745,4965
3619951194451909128,11460
421661547460267195,65673
4550518601049132915,12180
5112166558584196372,108471
6256258442783916716,3170
6908731186234227444,11965
8731905985389137002,45615
9103003663798949485,8760
-1035052888477624574,21816
-4709639029209260340,864
-4826690913756407911,2925
-483030069828799837,43469
-5311849377972412159,46495
-7079745133394402677,22761
-7345708260236481042,161
-7364595331837454195,13503
-8715172072086389758,25375
-8921467591583995778,4542
-9066009483405488100,20851
1058940797128272851,2702
1066650247790520598,14235
1336337553549802547,13629
